,Text,Tokens,Labelled_topic
155,"It is not the best way to buy Beer Nuts.  Perhaps the product had been exposed to high heat and a ""whole lot of shaking"".  Most of the ""coating"" and ""flavoring"" was off of the nuts.  Even though the individual cans are ""sealed"", it is like the nuts had been sitting out in a bowl for a long time on a hot, humid day.","['best', 'way', 'beer', 'nut', 'high', 'heat', 'lot', 'coating', 'flavoring', 'nut', 'individual', 'can', 'nut', 'bowl', 'long', 'time', 'hot', 'humid']",8
161,"I first purchased this product at BJ's wholesale club. This is the best flavored carbonated water I've ever had. Like other reviewers, BJ's discontinued in favor of another product, what a mistake! I wrote to Talking Rain and their new president requesting this product have an online outlet...and it seems they delivered. Yes, it is more expensive, but with super saver shipping and subscription service (15%) savings, I'm in for a few cases each month. Try it, you will love it.","['bj', 'wholesale', 'club', 'best', 'flavored', 'carbonated', 'water', 'reviewer', 'favor', 'mistake', 'rain', 'new', 'president', 'online', 'outlet', 'yes', 'expensive', 'super', 'saver', 'shipping', 'subscription', 'service', 'saving', 'case']",8
166,"This is excellent quality caster sugar, very fine.  Great price.  Is a must have for making shortbread cookies.","['excellent', 'caster', 'sugar', 'fine', 'price', 'shortbread', 'cooky']",8
167,"Plant was dead on arrival and was mangled in its container, probably better to buy one locally. I dont think its gonna make it....","['plant', 'dead', 'arrival', 'container', 'dont', 'gon']",8
171,"This Chipotle Sauce is very tasty, and it can be used with many different things. However I loved it the most with vegetarian meat (I'm a vegetarian, living healthy and all *grins*), and this sauce is amazing in a veggie sandwich, or with cooked vegetarian meat. However this sauce is very fattening, hence why I took one star out, it contains 11 grams of fat in 2 tbsp. So one needs to be careful to have it in very small portions, or make sure to have a good workout session after indulging in a good hearty meal containing this sauce.  Overall I love this Chipotle sauce, very tasty.","['chipotle', 'sauce', 'different', 'thing', 'vegetarian', 'meat', 'vegetarian', 'living', 'healthy', 'grin', 'sauce', 'veggie', 'sandwich', 'cooked', 'vegetarian', 'meat', 'sauce', 'fattening', 'star', 'gram', 'fat', 'tbsp', 'careful', 'small', 'portion', 'sure', 'workout', 'session', 'hearty', 'meal', 'sauce', 'overall', 'chipotle']",8
172,"These little things are delicious! I didn't expect much. My wife bought them apparently, and they were just sitting on the kitchen table. She must not have told me about them because she figured I'd eat them all. If that's the case, she's probably right. These things definitely exceeded all my expectations, and were good enough for me to immediately come here and right a review. They do seem pretty pricey here though, but I'm not sure what they run in the stores since I didn't buy them personally.","['little', 'thing', 'delicious', 'wife', 'kitchen', 'table', 'case', 'thing', 'expectation', 'review', 'pricey', 'sure', 'store']",8
173,"I have 5 dogs & Kibbles N' Bits is their favorite. Usually too expensive but the price is low right, 12.30 so I stocked up & bought 4 bags before the price increases again.","['dog', 'kibble', 'bit', 'favorite', 'expensive', 'price', 'low', 'bought', 'bag', 'price', 'increase']",8
174,These bean are wonderful. They are very moist and smell amazing!I started making a batch of homemade vanilla extract and the color is already a dark amber; only after a few days! Will definetly buy again!!!!,"['bean', 'wonderful', 'moist', 'smell', 'amazing', 'batch', 'homemade', 'vanilla', 'extract', 'color', 'dark', 'amber', 'day']",8
177,This stuff is great to make egg dishes special.  It does add a truffle scent but you must cut down on adding other salt.,"['stuff', 'egg', 'dish', 'special', 'truffle', 'scent', 'salt']",8
178,This product is absolutely delightful. They are better than chocolate to me and one taste and you are hooked!,"['delightful', 'better', 'chocolate', 'hooked']",8
181,"These taste great and are pretty addictive, but this same box was about $5 at my local Ralph's supermarket. Don't buy this from Amazon!","['pretty', 'addictive', 'box', 'local', 'ralph', 'supermarket']",8
183,"I purchased this via Amazon, because I am NEVER sure I will be able to find it locally, and not have it cost an arm a leg and firstborn male child.  You cant beat the price, and the knowledge I will not have to comb the grocery stores looking made it a win win!  Not only that but each container I received had a 50 cent coupon attached, so if I DO find it locally I can enjoy a great discount!","['sure', 'able', 'arm', 'leg', 'firstborn', 'male', 'child', 'price', 'knowledge', 'grocery', 'store', 'win', 'win', 'container', 'cent', 'coupon', 'discount']",8
185,"This jam tastes as if it was made of anything but roses.  No aroma at all. By the time you pay for the shipping, may as well buy something else in the local grocery store.","['jam', 'aroma', 'time', 'shipping', 'local', 'grocery', 'store']",8
188,I was weary of buy food through the mail. This was a great purchase. Great taste and great price. I will be looking for other great deals.,"['weary', 'buy', 'food', 'mail', 'purchase', 'price', 'deal']",8
189,"This is a tasty G.F. product. I've been on a G.F. diet for 7 years so have tried a lot of different products and this is one I reorder. My only negative would be that it doesn't reheat well, but that's true of most G.F. pastas. Not a problem if more than one person is eating it. Nice to have some thing quick and easy to make that is still a hot meal and G.F.","['diet', 'year', 'lot', 'different', 'product', 'reorder', 'negative', 'true', 'pasta', 'problem', 'person', 'thing', 'quick', 'easy', 'hot', 'meal']",8
197,"I loved this bread.  Very tasty with a good texture and taste.  I tried making something similar from scratch and it didn't turn out anything like this bread.  Slices great warm or cold.  I bake for my boss and her family and they all voted a resounding ""Yes, we like this"" when I brought her in a loaf.  Freezes well and toasts up great either plain or with butter or cream cheese.  My boss ate hers with spaghetti after lightly toasting.  She said it was outstanding and wanted more (am I surprised, no).  Would highly recommend if you want a good Italian style bread.  I made mine in my horizonetal Wolfgang Puck breadmaker and used a crisp or dark crust setting.  I tried all other settings, light and medium and the bread came out great with a little different texture but still great nonetheless.","['bread', 'texture', 'similar', 'scratch', 'bread', 'warm', 'cold', 'bos', 'family', 'resounding', 'yes', 'loaf', 'plain', 'butter', 'cream', 'cheese', 'bos', 'ate', 'spaghetti', 'outstanding', 'italian', 'style', 'bread', 'horizonetal', 'wolfgang', 'puck', 'breadmaker', 'crisp', 'dark', 'crust', 'setting', 'light', 'medium', 'bread', 'little', 'different', 'texture']",8
202,"I was not expecting much from this, a disposable package of self-boiling pasta with a bag of meat sauce. There should be no way it can work. But it does! You fill cover the slightly oily pasta with water, leave on the drainer top, microwave it for 3 minutes, drain it, heat the sauce, and mix it all up. And amazingly, it tasted good! Normally I can't stand this zero-effort lazy style of cooking microwaved meals, but this was actually really tasty. I would not make this a part of my regular routine because of the price, but I can imagine people who would.  I have to take issue with the packaging, though. I am giving this four stars because each serving is individually packaged, and none of it is recycleable. The bulk of what you are buying is packaging, and it all gets thrown away.","['disposable', 'package', 'self-boiling', 'pasta', 'bag', 'meat', 'sauce', 'way', 'oily', 'pasta', 'water', 'drainer', 'microwave', 'minute', 'sauce', 'zero-effort', 'lazy', 'style', 'meal', 'regular', 'routine', 'price', 'people', 'issue', 'packaging', 'star', 'serving', 'recycleable', 'bulk', 'packaging']",8
208,"I got a call from my mother-in-law last night thanking me for her birthday present I ordered here. She thanked me for the surprise and also had to comment how terrible they tasted. She asked me if it was supposed to be a joke on her. I said no and felt bad a 93 year old lady ate some bad jelly beans.  Won't buy again,  Steve Baker","['mother-in-law', 'night', 'birthday', 'present', 'surprise', 'terrible', 'joke', 'bad', 'old', 'lady', 'bad', 'bean', 'steve', 'baker']",8
214,I was a bit disappointed in these.  They crumble very easily and have an unusual texture.  My son (6) does not like them.,"['bit', 'disappointed', 'unusual', 'texture', 'son']",8
216,I am new to coconut oil....the cost is what kept me from trying it sooner.  This is the best deal I've ever run across and the product is excellent!,"['new', 'oil', 'cost', 'best', 'deal', 'excellent']",8
224,"This popcorn tastes great. Its so easy, just cut off the top and pour in the contents.  I'll for sure be buying more of this popcorn!","['popcorn', 'easy', 'pour', 'content', 'sure', 'popcorn']",8
233,"These things are better than steak.. filet mignon! It was well worth the purchase of this package. It saves you a couple bucks versus buying them in the store. Go ahead, splurge yourself and get some.","['thing', 'better', 'steak', 'filet', 'mignon', 'purchase', 'package', 'couple', 'versus', 'store']",8
235,I take 5 a day and will update when my bloodwork is done again.  I am hoping for the best!  The taste is better than I thought it would be.,"['bloodwork', 'best', 'better']",8
236,"Anyone shopping for chives in the grocery store knows how expensive chives are. I'm almost surprised restaurants don't charge extra for them. These chives are a ""steal"" compared to the grocery, and taste as good as McCormick's at probably a 1/4 of the price. Also the shipping was very fast. I would buy again without a doubt.","['shopping', 'chive', 'grocery', 'store', 'expensive', 'chive', 'surprised', 'restaurant', 'extra', 'chive', 'steal', 'grocery', 'mccormick', 'price', 'shipping', 'fast', 'doubt']",8
237,"First off, I didn't purchase this product through Amazon, but at a local grocery store, so my review only reflects the product itself, not Amazon in any way.  I bought this last week never having tried coconut water before, but I heard good things.  The taste of it was almost like the smell of lawn clippings that had been damp and out in the sun for a long time.  Tasted off and had a faint mold smell to it.  I didn't know if it was supposed to taste like that or not as I never tried it before, but paying as much as I did I felt obligated to finish it off.  I've been ill for about a week after drinking it.  I don't know if it was just a coincidence or the cause of it.  I did email customer service at O.N.E. the day I drank it asking if it was supposed to taste like that or if I got a bad batch, and they still haven't replied to me.","['local', 'grocery', 'store', 'review', 'way', 'week', 'coconut', 'water', 'thing', 'smell', 'lawn', 'clipping', 'sun', 'long', 'time', 'faint', 'mold', 'smell', 'felt', 'week', 'coincidence', 'cause', 'customer', 'service', 'bad', 'batch']",8
238,"This is a really good deal on some high quality chia seeds. There really isn't much more to say, if you use chia seeds these are a great buy.","['deal', 'high', 'seed', 'chia', 'seed', 'buy']",8
239,"Overpriced beans, they are packed in a glass tube that is not air tight.  The beans were thin and almost dry.  Get the cheaper options at amazon instead, they are much better and way cheaper...","['bean', 'glass', 'tube', 'air', 'bean', 'dry', 'cheaper', 'option', 'better', 'way', 'cheaper']",8
243,"This is much too watery. It tastes very much like the tasteless hot cocoa one gets out of a vending machine.  After receiving the box and reading the list of ingredients,  I've decided not to order again.  This product if definitely not worth the money.","['watery', 'tasteless', 'hot', 'cocoa', 'vending', 'machine', 'box', 'list', 'ingredient', 'money']",8
250,"My wife and I absolutely love these snacks.  They're somewhat ""healthy"" and they're very tasty.  After we purchased these we found them cheaper at Wal-Mart.  Since then though, Wal-mart went with a cheaper ""clone"" from another company.  It comes in a plastic container, has the exact same ingredients, and the price is a lot less than the name brand item.","['wife', 'snack', 'healthy', 'cheaper', 'wal-mart', 'wal-mart', 'cheaper', 'clone', 'company', 'plastic', 'container', 'exact', 'ingredient', 'price', 'lot', 'brand', 'item']",8
260,"Item appears to be Keurig brand by title & description (big $$$).  However upon receiving it, it is an off brand ""My Perfect Kitchen"" sold at Bed Bath & Beyond and at HALF the price. I was disappointed in the jading and sent it back. Signed up for BBB email promos and got a 20% off coupon for use in the store so I bought this EXACT item for $20 (reg only $24.99 in store).  I mean EXACT!  Do your homework and save yourself some money.  Oh and the item itself is great...we have the larger Platinum B70 and it does have an issue with the cupboards but I just pulled it forward about 3.5in and it's perfect.  I am fortunate enough to have a lot of counter space and I may move it to an open top area so for us it's all good :)","['item', 'brand', 'title', 'description', 'big', 'brand', 'perfect', 'kitchen', 'bed', 'bath', 'price', 'jading', 'bbb', 'email', 'promos', 'coupon', 'use', 'store', 'exact', 'item', 'reg', 'store', 'exact', 'homework', 'money', 'oh', 'item', 'larger', 'platinum', 'issue', 'cupboard', 'fortunate', 'lot', 'counter', 'space', 'open', 'area']",8
263,"I was surprised about how good this was my family and friends laughed when I told them I bought this. But out of the can ready mix with a little salt, pepper, spinach, and some cheese and it's a great easy meal!","['family', 'friend', 'little', 'salt', 'spinach', 'cheese', 'easy', 'meal']",8
264,"These individually packed milk is great for on-the-road.  Does not need to be stored in the frig.  This item came in 6 packs of 3.  Then shipped in its original box and then another Amazon box over it.  The content was securely packed and I was not worried that the milk got 'dirty' during shipping.  The price is the same as in local grocery store but shipping to the house saved me from dragging them from the store while my toddler is jumping up and down the store aisle. The only reason that I did not give it 5 stars is because of the expiration date.  It is Mar 2012 which is not too far away.  I just bought one from Target(because I forgot to bring one and my toddler was restless) and it has an expiration date of Sept 2012.  Overall, I would still recommend to buy from Amazon.","['milk', 'on-the-road', 'frig', 'item', 'pack', 'original', 'box', 'box', 'content', 'packed', 'milk', 'price', 'local', 'grocery', 'store', 'house', 'store', 'toddler', 'store', 'reason', 'expiration', 'date', 'mar', 'target', 'toddler', 'restless', 'expiration', 'date', 'sept', 'overall']",8
267,The price was as fantastic as the taste. So convenient to make and no messy powder  that is hard to dissolve. No major cleanup to deal with either. Highly recommended!,"['price', 'fantastic', 'convenient', 'messy', 'powder', 'hard', 'major', 'cleanup', 'recommended']",8
282,Not nearly as good tasting as the other kcup ciders I've had. My girlfriend hated it too. They are going to find the garbage can.,"['tasting', 'kcup', 'cider', 'girlfriend', 'garbage']",8
284,We have purchased at least 20 boxes of David Pumpkin seeds and have not had a bad box in the lot.  Will continue buying this great treat.,"['box', 'david', 'seed', 'bad', 'box', 'lot', 'treat']",8
286,"Product is ok, but I consider it very expensive for a small plastic item!  If I had seen the product in person, I never would have paid that much for it.","['ok', 'expensive', 'small', 'plastic', 'item', 'person']",8
