,Text,Tokens,Labelled_topic
208,"I got a call from my mother-in-law last night thanking me for her birthday present I ordered here. She thanked me for the surprise and also had to comment how terrible they tasted. She asked me if it was supposed to be a joke on her. I said no and felt bad a 93 year old lady ate some bad jelly beans.  Won't buy again,  Steve Baker","['mother-in-law', 'night', 'birthday', 'present', 'surprise', 'terrible', 'joke', 'bad', 'old', 'lady', 'bad', 'bean', 'steve', 'baker']",12
224,"This popcorn tastes great. Its so easy, just cut off the top and pour in the contents.  I'll for sure be buying more of this popcorn!","['popcorn', 'easy', 'pour', 'content', 'sure', 'popcorn']",12
263,"I was surprised about how good this was my family and friends laughed when I told them I bought this. But out of the can ready mix with a little salt, pepper, spinach, and some cheese and it's a great easy meal!","['family', 'friend', 'little', 'salt', 'spinach', 'cheese', 'easy', 'meal']",12
305,"My husband and I have been making a serious effort to change our eating habits and be healthy, which is why I purchased this product. I was concerned about the highly processed vegetable oil we had been using, and the way the oil can become carcinogenic when cooked at high heat. Now, this is true for any oil; it should not be heated past it's "" smoke point "". Avocado oil has a very high smoke point, making it a perfect, healthy choice. It has healthy fats for your heart, and tastes yummy. I also recommend macadamia oil for the same reasons. Amazon shipped these right away, and they were perfect. If you have a Misto, this is a great oil to put in it! We will definitely keep this on hand.","['husband', 'effort', 'habit', 'healthy', 'vegetable', 'oil', 'way', 'oil', 'carcinogenic', 'high', 'heat', 'true', 'oil', 'point', 'avocado', 'oil', 'high', 'smoke', 'point', 'perfect', 'healthy', 'choice', 'healthy', 'fat', 'heart', 'yummy', 'macadamia', 'oil', 'reason', 'right', 'perfect', 'misto', 'oil', 'hand']",12
315,Shipping was fast. The taste is great and reminds me of drinking from a real chilled green coconut on the sidewalk in Thailand.,"['shipping', 'real', 'chilled', 'green', 'coconut', 'sidewalk', 'thailand']",12
316,"Great taste and does not have the weird chalky after taste that other hot cocoa k-cups have.  I've tasted several and this by far is the better one, but I have to say anything larger than 8oz tastes a bit watered down.  Will definitely purchase more, but at the rate my family downs these, we are probably going to stick to the powdered hot cocoa to be more cost effective.","['weird', 'chalky', 'hot', 'cocoa', 'k-cups', 'better', 'larger', 'bit', 'rate', 'family', 'hot', 'cocoa', 'cost', 'effective']",12
320,"Well, at least they live up to their name. These nuts are definitely hot, too bad that's all the positive I have to say about them. Other than that, they taste like cardboard, and not very good cardboard either.","['nut', 'hot', 'bad', 'positive', 'cardboard', 'cardboard']",12
339,"I bought this same brand from an online Indian grocery store that usually has excellent products.  I was able to turn it into cream/butter, using my super blender and adding some water, but it barely had any flavor.  I usually buy the Chao Kah brand of coconut cream (which is quite tasty and flavorful) and read another review for a different product for making your own coconut cream.  My complaint is not the shreds or texture.  Mine was just virtually tasteless.","['brand', 'online', 'indian', 'grocery', 'store', 'excellent', 'product', 'able', 'super', 'blender', 'water', 'flavor', 'chao', 'kah', 'brand', 'coconut', 'cream', 'flavorful', 'review', 'different', 'coconut', 'cream', 'complaint', 'shred', 'texture', 'tasteless']",12
360,"These were really tasty, some might even say habit forming. The only thing is that they are a little expensive. My family loved them so I'll likely purchase them again.","['habit', 'thing', 'little', 'expensive', 'family', 'likely', 'purchase']",12
368,"Okay, so let me preface my review by saying that I don't drink hot chocolate that often and I'm from America and don't think I've ever had hot chocolate while traveling in Europe, BUT my husband is a British citizen who grew up in India with summers in England and he has searched HIGH and low for a chocolate drink that would remind him of those from his childhood.  We found it in this drink and he wont drink any other chocolate drink now (not even the 47 other kinds that are in my pantry that I bought for him to try and after 1 cup he turned his nose up at them... men).","['okay', 'review', 'hot', 'chocolate', 'america', 'hot', 'chocolate', 'europe', 'husband', 'british', 'citizen', 'india', 'summer', 'england', 'high', 'low', 'chocolate', 'drink', 'childhood', 'drink', 'chocolate', 'drink', 'kind', 'pantry', 'cup', 'nose', 'men']",12
372,I had brought this as a dipping sauce for dumplings and egg rolls I made at home. It taste's great and I think it the same sauce I get at some Thai places cause it tastes the exact same.,"['dipping', 'sauce', 'dumpling', 'egg', 'roll', 'home', 'sauce', 'thai', 'place', 'exact']",12
374,I bought this brand and it was just horrible. Amazon needs to source and offer 3 Ladies brand wrappers as they are just superior to anything out on the market today.,"['brand', 'horrible', 'need', 'source', 'offer', 'lady', 'brand', 'wrapper', 'superior', 'market', 'today']",12
378,"This is a must have in my home.  I use olive oil for everything, my skin, hair, cooking, taking off makeup. This is great, quality organic, virgin olive oil and I'm in heaven!","['home', 'olive', 'oil', 'skin', 'hair', 'makeup', 'organic', 'virgin', 'olive', 'oil', 'heaven']",12
398,"I've tried other root beer popsicles before, but they were not as close to being as good as A&W's. It was very easy. I just put them in the freezer, and then after dinner my family eats them.","['root', 'beer', 'popsicle', 'w', 'easy', 'freezer', 'dinner', 'family']",12
427,"We also found this to be great tasting. Flavorful, not weird tasting at all.the negative review des not sound like this product at all.  Good value.","['flavorful', 'weird', 'negative', 'review', 'de', 'value']",12
432,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it.","['serveice', 'delivery', 'seller', 'excellent', 'bad', 'iam', 'sure', 'old']",12
446,I ORDERED THE DARK HOT COCOA IN HOPES IT WOULD BE REAL CHOCOLATEY AND IT WAS NO BETTER THAN BUYING A POUCH OF HOT CHOCOLATE AND ADDING IT TO HOT WATER. I ACTUALLY THINK THE POUCH ADDED TO HOT WATER IS LOADS BETTER AND A WHOLE LOT CHEAPER!!!! V-E-R-Y ...D-I-A-P-P-O-I-N-T-E-D! FOR THE PRICE...IT'S A RIP-OFF!,"['dark', 'hot', 'cocoa', 'hope', 'real', 'chocolatey', 'better', 'pouch', 'hot', 'chocolate', 'hot', 'water', 'pouch', 'hot', 'water', 'lot', 'cheaper', 'v-e-r-y', 'd-i-a-p-p-o-i-n-t-e-d', 'price', 'rip-off']",12
470,"Taste fantastic!  Somewhat hot if you consume a lot of it at once, but nothing to be fearful of.  It's the perfect hand-made taste hot sauce to replace your over-the-counter Cholula/Tapatio for all of you meal choices.","['fantastic', 'hot', 'lot', 'fearful', 'perfect', 'hand-made', 'hot', 'sauce', 'over-the-counter', 'choice']",12
485,The whole family loves these crackers. I like that they aren't very salty. My kids love them - we eat both the bunnies and goldfish and they've never mentioned that they can tell the difference.,"['family', 'cracker', 'salty', 'kid', 'bunny', 'goldfish', 'difference']",12
535,"It tastes like Jack Links brand, not Wild Bill's.  Even the texture is totally different from Wild Bill's.  Not recommended!","['jack', 'link', 'brand', 'wild', 'texture', 'different', 'wild']",12
557,"If this is as healthy as it is tasty then a great product.  A little pricey for only 15 servings, but that Organic Red Dutch Cocoa is delectable.","['healthy', 'little', 'pricey', 'serving', 'organic', 'red', 'dutch', 'cocoa', 'delectable']",12
565,"Very tasty bacon, smoky sauce for eggs, hamburgers, non bacony items that could use some ""bacon goodness"". Hubby is thrilled. Not a spicy hot sauce. Cool that it's veggie friendly.","['bacon', 'smoky', 'sauce', 'egg', 'hamburger', 'bacony', 'item', 'bacon', 'goodness', 'hubby', 'spicy', 'hot', 'sauce', 'cool', 'friendly']",12
572,"I use SunButter as part of a program to lower blood pressure, and it works, but I'd eat SunButter anyway simply for the taste of it! If you love sunflower seeds, this is a product for you. Many people need the nutrients of sunflower seeds but can't digest seeds (folks with Crohn's Disease, ulcerative colitis, diverticulitis, for example). They can, however, enjoy the taste and nutrients of sunflower seeds with this product. I but this in multiples because so many friends and family members become hooked after trying a jar at my house! It tastes best (in my humble opinion) on toast.  It is richer in healthy oils than other spreadable products, but I stir it up as soon as I open a jar, then refrigerate it. The oil doesn't separate again (although I do give it a quick stir with a knife before spreading it on toast).  Highly recommended.","['sunbutter', 'program', 'blood', 'pressure', 'sunbutter', 'sunflower', 'seed', 'people', 'nutrient', 'sunflower', 'seed', 'seed', 'folk', 'crohn', 'disease', 'ulcerative', 'colitis', 'diverticulitis', 'example', 'nutrient', 'sunflower', 'seed', 'multiple', 'friend', 'family', 'member', 'hooked', 'jar', 'house', 'humble', 'opinion', 'toast', 'healthy', 'oil', 'spreadable', 'product', 'stir', 'jar', 'oil', 'quick', 'stir', 'knife', 'toast']",12
573,"It saddens me to say I had to return this item.  The item's page specifically said the Calamares were packed in Olive Oil.  However on the actual boxes the ingrediant showed it was packed in another oil....an unhealthy oil.  That was the bad news.  The good news is Amazon, as usual, was gracious and professional in allowing me to return this item which is considered to be 'not returnable'.  That is why I buy everything online from Amazon.com.  They are the best.","['item', 'item', 'page', 'calamares', 'olive', 'oil', 'actual', 'box', 'ingrediant', 'oil', 'unhealthy', 'oil', 'bad', 'news', 'news', 'usual', 'gracious', 'professional', 'item', 'returnable', 'online', 'best']",12
592,"taste nothing like how cocoa should taste, i'll never touch this again, i'll be trying the swiss miss cocoa maybe better luck","['cocoa', 'swiss', 'miss', 'cocoa', 'luck']",12
604,"My daughter and I love the taste of Big Train Vanilla Chai, it isn't too spicy like other Chai's can be.","['daughter', 'big', 'train', 'vanilla', 'chai', 'chai']",12
615,Very good tasty.It is a great feeling to have it while i am watching the Crayon Shin-chan. And I think someone will share my feeling.,"['feeling', 'crayon', 'shin-chan', 'share', 'feeling']",12
617,Not too sweet.  The best K-cup hot chocolate I've tried thus far. The kids loved drinking and making the hot chocolate.,"['sweet', 'best', 'k-cup', 'hot', 'chocolate', 'kid', 'drinking', 'hot', 'chocolate']",12
623,"This was a good purchase. Tastes good, pretty colors.  Seems to go a long way.  I used at a family reunion with a bunch of kids and they raved about it.  I hope what was not used holds up for next year.  I put it away so as not to be tempted.  Very happy.","['purchase', 'taste', 'pretty', 'color', 'long', 'way', 'family', 'reunion', 'bunch', 'kid', 'happy']",12
632,"Our kids love them and I've been known to sneak a few here and there too.  All natural/organic ingredients, names you can pronounce and know what these are made out of, no hydrogentated oils or high fructose corn syrup.  It's nice to have the variety of flavours too.","['kid', 'ingredient', 'oil', 'high', 'fructose', 'corn', 'variety', 'flavour']",12
639,I bought these thinking they would be a handy emergency meal but found that they have a great taste.  I have tried adding a little hot sauce and a little Worcestershire sauce. Wow. Even better. The 8 oz cans are very convenient. I recommend these to anyone wanting something smaller than the usual 15-16 oz can.,"['handy', 'emergency', 'meal', 'little', 'hot', 'sauce', 'little', 'worcestershire', 'sauce', 'oz', 'can', 'convenient', 'smaller', 'usual', '15-16', 'oz']",12
651,"Tasty stuff - no complaints, other than I wish you could pick amongst the 4 selections, and perhaps avoid the ""Peppered"" flavored one, in favor of a different one.","['stuff', 'complaint', 'selection', 'peppered', 'favor', 'different']",12
657,"I love this oil, it smells great, it works its magic, it's great for babies, it's great for moms. If you use cloth diapers it's awesome. Strongly recumbent it instead of all those products full of chemicals like Johnson&Johnson stuff...","['oil', 'magic', 'baby', 'mom', 'cloth', 'diaper', 'awesome', 'product', 'chemical', 'johnson', 'johnson', 'stuff']",12
661,These taste really good. I have been purchasing a different brand and these are very similar in taste and texture. I agree with the other reviewer regarding ordering in the summer. There is no insulating packaging with ice packs so they will melt in warm weather like all chocolate food items. Order in cold weather and buy enough to last!!!,"['different', 'brand', 'similar', 'texture', 'reviewer', 'summer', 'packaging', 'ice', 'pack', 'warm', 'weather', 'chocolate', 'food', 'item', 'cold', 'weather']",12
678,"SORRY, AS I STATED ON MY OTHER REVIEWS MY GERMAN BREED, G.SHEPH. IS VERY PICKY...AND HE JUST DID NOT CARE FOR THE SMELL OF THESE BEEF ROLLS, HE DID NOT EVEN CARE TO COME CLOSE TO TAKE 2ND SNIFF....SORRY, NO STAR!!! BUT IT TRIGGERED ME TO GIVE IT AS LEAST 1 STAR TO CONTINUE MY REVIEW.","['sorry', 'review', 'german', 'breed', 'picky', 'smell', 'beef', 'roll', 'sniff', 'sorry', 'star', 'star', 'review']",12
684,If you love chiles then ancho powder is a must have for any blends you may create. I recommend with chipotle powder. Try different peppers in different amounts for amazing results.,"['chile', 'ancho', 'powder', 'blend', 'chipotle', 'powder', 'different', 'pepper', 'different', 'amount', 'amazing', 'result']",12
689,I am a huge fan of Navitas brand products.  The quality of the Cacao is top notch and will be the brand I get from here on out.  Love it,"['huge', 'fan', 'navitas', 'brand', 'product', 'cacao', 'notch', 'brand']",12
739,"I use lots of bay leaves when cooking and find many brands lack the bright pungency that adds a special touch to a dish.  These have a nice bright green color. They flavor dishes quite nicely.  I was surprised to find that these were as good as those of Spice Islands, which I have tended to prefer over all other brands.","['lot', 'bay', 'leaf', 'cooking', 'brand', 'bright', 'pungency', 'special', 'touch', 'dish', 'bright', 'green', 'color', 'dish', 'spice', 'island', 'brand']",12
797,"I bought Nutiva organic chia seeds before, two pouches 14 ounces each - $16.24 with tax, this brand in one 16-ounce pouch $14.83. The quality and the taste are the same, but the latter one is WAY much more expensive. Buy Nutiva Organic Chia seeds, not Navitas. In terms of the taste, I usually toast mine and add them everywhere - cereal, yogurt, oatmeal, etc. Tastes great and full of fiber.","['organic', 'chia', 'seed', 'pouch', 'ounce', 'tax', 'brand', '16-ounce', 'pouch', 'way', 'expensive', 'buy', 'organic', 'chia', 'seed', 'navitas', 'term', 'toast', 'yogurt', 'oatmeal', 'fiber']",12
814,"I started looking online for a milk alternative since I'm in college, need breakfast, and don't want to pay $4.50 for a half gallon of milk. I decided on Saco after reading reviews, and this stuff rocks. It tastes better, drinks fresher, and doesn't give me gas in the least bit. I'm never buying store milk again.","['online', 'milk', 'alternative', 'college', 'need', 'breakfast', 'half', 'gallon', 'milk', 'saco', 'review', 'stuff', 'drink', 'gas', 'bit', 'store', 'milk']",12
833,"This assisted ""home made"" sauce is much fresher and more tasty than premade sauces.  It has some ""Zip"" to it!","['home', 'sauce', 'fresher', 'premade', 'sauce', 'zip']",12
837,"Excellent and tasty though I thought not enough garlic so I added more. When I order GARLIC I guess I expect more of it.  But perfect if you have guests as it will never offend anyone. Omaha always is sure to do everything to please their customers, a premier company, hard to find anymore.","['excellent', 'garlic', 'garlic', 'guess', 'perfect', 'guest', 'omaha', 'sure', 'customer', 'premier', 'company', 'anymore']",12
838,"All of the Roland products are top quality.  Roland's caviar is the real deal, unlike some other brands that are really made from seaweed!","['roland', 'product', 'roland', 'caviar', 'real', 'deal', 'brand', 'seaweed']",12
887,"Chervil, the one spice I didn't realize was so darn hard to get. After searching up and down this infernal state in hopes of finding it somewhere in person I outstretched my arms to the infamous internet.  More specifically, Amazon!  I typed in the letters and wallah, I found items.  I decided to try this, as I have limited experience with Chervil, I'll admit it, and I am happy to report that it was safely in my hands exactly when I wanted it.  I opened it up to sample the herb, and from what I could tell it was also exactly as described. I'd recommend this herb for at least a taste of something different and considering the speed at which I got the item, I am extremely happy.  So till I experiment again, live long and eat well!","['spice', 'darn', 'hard', 'infernal', 'state', 'hope', 'person', 'arm', 'infamous', 'internet', 'letter', 'wallah', 'item', 'experience', 'chervil', 'happy', 'hand', 'herb', 'herb', 'different', 'speed', 'item', 'happy', 'till', 'experiment', 'live']",12
894,"This stuff sounded perfect...way too much red dye and no taste according to me and my 3 friends who tried it...kind of salty.  Basically, I would stay away from it.  I am tempted to toss it out, but paid too much to feel right about it...","['stuff', 'perfect', 'way', 'red', 'dye', 'friend', 'kind', 'salty', 'basically']",12
909,"My 3-year old has been eating this soup since she was about 1 year old.  She absolutely loves it, and so do I. It's organic and very healthy (with lower sodium than just about any other canned soup on the market).","['3-year', 'old', 'soup', 'old', 'organic', 'healthy', 'lower', 'sodium', 'soup', 'market']",12
920,This Cinnamone Hot Chocolate is the best. We get it every year around Christmas time and enjoy the holiday movies with a cup of this hot chocolate. You can not go wrong getting this hot chocolate.,"['cinnamone', 'hot', 'chocolate', 'best', 'christmas', 'time', 'holiday', 'movie', 'cup', 'hot', 'chocolate', 'wrong', 'hot', 'chocolate']",12
928,IF YOUR A PORK RIND LOVER THIS IS AN AWESOME PRODUCT FOR THOSE WONDERFUL TASTE BUDS. THEY MELT IN YOUR MOUTH BEFORE THEY GO DOWN. MMM MMM GOOD.,"['pork', 'rind', 'lover', 'awesome', 'wonderful', 'mouth']",12
952,The basis of my diet is using the Zesty Italian with little or no oil and I still get that great taste.,"['basis', 'diet', 'zesty', 'italian', 'little', 'oil']",12
960,"I'm on my second jar and we love this stuff. Originally bought for popping popcorn (fantastic) we soon started using it as a butter substitute for just about everything, toast, veggies, frying eggs or fish. I've had people who hate coconut anything love the mild sweet taste for popcorn. Between the coconut oil and the agave nectar found here I don't know which I'm happier with.","['second', 'jar', 'stuff', 'popcorn', 'fantastic', 'butter', 'substitute', 'toast', 'veggie', 'egg', 'people', 'coconut', 'mild', 'sweet', 'popcorn', 'coconut', 'oil', 'agave', 'nectar', 'happier']",12
970,"I went to check out and found out that the freight is $14.00 on an $11.00 (canned, not fresh produce)??!!  RIDICULOUS!!","['freight', 'fresh', 'ridiculous']",12
982,"Excellent and with a hint of lemon.  Connoisseurs will like these small sardines, tightly packed (like sardines of course) in pure olive oil.","['excellent', 'hint', 'lemon', 'connoisseur', 'small', 'sardine', 'sardine', 'course', 'pure', 'olive', 'oil']",12
983,"This is the first review I have ever done, but I could not let this one go bye. This was the worst ever, save your money.","['review', 'bye', 'worst', 'money']",12
985,I add this to sugarfree cappuchino and it tastes great.  It tastes just like the brands in the gas stations when I get a cappuccino there.,"['cappuchino', 'brand', 'gas', 'station', 'cappuccino']",12
