,Text,Tokens,Labelled_topic
298,"The pancakes were delicious, but they weren't as fluffy as the ones I normally make.  Next time I use this, I'm going to whip the egg whites and see if that helps.","['pancake', 'delicious', 'fluffy', 'one', 'time', 'egg', 'white']",2
328,The taste was a little off to me and like with microwave popcorn not all of the bacon skins developed. Some were still very hard on the ends and others not developed at all. I bought a box of these so I tried to perfect the technique several times with not much better outcomes. All in all I will stick with the ready to go variety offered by Frito Lay and Mission.,"['little', 'microwave', 'bacon', 'skin', 'end', 'box', 'technique', 'time', 'better', 'ready', 'variety', 'frito', 'lay', 'mission']",2
340,My grandson loves the strawberry Kellogg's Special K Bars but the strawberry flavored are sometimes difficult to find in the grocery store.  I was thrilled to find them on amazon and be able to buy them by the case on a regular basis.  Heaven forbid that Nana be caught without a strawberry breakfast bar at all times!,"['grandson', 'strawberry', 'special', 'k', 'bar', 'strawberry', 'difficult', 'grocery', 'store', 'able', 'case', 'regular', 'basis', 'heaven', 'nana', 'strawberry', 'breakfast', 'bar', 'time']",2
345,I love this soup. Very hard to find in Florida. Thank You Amazon for stocking it,"['soup', 'hard', 'florida', 'thank']",2
352,These are incredibly good. I can't seem to keep a package of these around very long. My family and friends seem to get to them if I don't.,"['package', 'long', 'family', 'friend']",2
398,"I've tried other root beer popsicles before, but they were not as close to being as good as A&W's. It was very easy. I just put them in the freezer, and then after dinner my family eats them.","['root', 'beer', 'popsicle', 'w', 'easy', 'freezer', 'dinner', 'family']",2
477,"My daughter started eating these while she was 8month and loved them. They melt really fast in your mouth and they taste very good. Its not sweet but its not tasteless, it has a very creamy/milk texture to it.","['daughter', 'fast', 'mouth', 'sweet', 'texture']",2
485,The whole family loves these crackers. I like that they aren't very salty. My kids love them - we eat both the bunnies and goldfish and they've never mentioned that they can tell the difference.,"['family', 'cracker', 'salty', 'kid', 'bunny', 'goldfish', 'difference']",2
494,"I thought it was an excellent product and plan on ordering it again.  A little sooner than I anticipated because some mice got into it.  I finally decided t poison the mice, they had gone too far!","['excellent', 'plan', 'little', 'sooner', 'mouse', 't', 'poison', 'mouse']",2
527,"I will admit, the Icicle does allow you to plug any mic with an XLR jack to your computer using a USB jack. It does indeed provide phantom power to condenser mics and it will deliver a signal to your recording software.  Beyond that, the usefulness depends on your mic and what you consider an acceptable recording level.  I tried this with an AKG 200, BLUE enCORE 200 and an AKG 4500. All deliver very nice sound when used in a conventional recording chain. I could barely get an audible record level yelling into the enCORE 200, my staple for location voice recording. Normally, I plug the enCORE directly into a digital audio recorder with an XLR cable. No mic preamp, no phantom power, no EQ, and I get a good clean clear sound level near the peak of input level.  This is one very disappointing product. If you route your mic through a preamp, then put the Icicle between the preamp and the USB input of your computer, you can get a decent record level, but that extra equipment is what this light weight gadget is supposed to avoid. Personally, I think you might be better off getting a decent channel strip* or mic preamp and an XLR to to mini jack to go between the channel strip and your computer input and forget the Icicle altogether.  BLUE makes some great products, but this is not one of their better ones.  *For those that don't know, Channel Strips combine several pieces of equipment into one box: typically a mic preamp and a compressor. Higher end units add some EQ capability as well or have other options.","['icicle', 'mic', 'xlr', 'jack', 'computer', 'usb', 'jack', 'phantom', 'power', 'mics', 'signal', 'software', 'usefulness', 'mic', 'acceptable', 'level', 'akg', 'blue', 'encore', 'akg', 'sound', 'conventional', 'recording', 'chain', 'audible', 'record', 'level', 'encore', 'staple', 'location', 'voice', 'encore', 'digital', 'audio', 'recorder', 'xlr', 'cable', 'mic', 'preamp', 'phantom', 'power', 'eq', 'clean', 'clear', 'sound', 'level', 'peak', 'input', 'level', 'disappointing', 'mic', 'preamp', 'icicle', 'preamp', 'usb', 'input', 'computer', 'decent', 'record', 'level', 'extra', 'equipment', 'light', 'weight', 'gadget', 'better', 'decent', 'channel', 'strip', 'mic', 'preamp', 'xlr', 'jack', 'channel', 'strip', 'computer', 'input', 'icicle', 'blue', 'product', 'better', 'one', 'channel', 'combine', 'piece', 'equipment', 'box', 'mic', 'preamp', 'compressor', 'higher', 'end', 'unit', 'eq', 'capability', 'option']",2
531,"I have been a marzipan fanatic for over 55 years. While there are finer and fancier marzipans, in my opinion, for the money, this is a very nice, dependable product. I buy a 5 pound wedge every year, and make candy gifts for family and friends, and always get compliments and cheers. If you are a serious gourmet, you might not care for it, but for most people, for general use, it is quite nice.","['fanatic', 'year', 'finer', 'fancier', 'marzipan', 'opinion', 'money', 'dependable', 'pound', 'wedge', 'candy', 'gift', 'family', 'friend', 'compliment', 'cheer', 'gourmet', 'people', 'general', 'use', 'quite']",2
562,"so much less expensive than other brands.  not very informative packaging, though, and who knows if it's organic or what.  a little clumpy.  but hey - as far as having no-sugar staples in the house, you can't beat the price!","['expensive', 'brand', 'informative', 'packaging', 'little', 'clumpy', 'hey', 'no-sugar', 'staple', 'house', 'price']",2
588,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover,"['fantastic', 'spice', 'lover']",2
628,"This power really gets me ready to workout without making me jittery. I do find that I can workout a little harder, longer without feeling exhausted. Love the taste, too.","['power', 'ready', 'jittery', 'little', 'harder']",2
635,"I absolutely love this cappuccino! I had my doubts, but they were proved wrong! I myself have a sweet tooth and I was worried that this product would taste too much like coffee and not enough like a cappuccino. But thankfully, I was worng and it had the right blend of both. I had 2 cups the first day I bought it! Shared it with my family, they loved it too!","['cappuccino', 'doubt', 'wrong', 'sweet', 'tooth', 'coffee', 'cappuccino', 'worng', 'right', 'blend', 'cup', 'family']",2
649,"the dried blue berry are a little chewy but they taste great. I add them to my Special K in the morning. And talk about a great BM, this will do it. In fact if you eat to much... well never mind, just dont east to much without eating a bunch of cheese afterwards.","['dried', 'blue', 'berry', 'little', 'chewy', 'special', 'k', 'morning', 'bm', 'fact', 'bunch', 'cheese']",2
650,I stopped in the Cayman Islands and fell in love with this rum cake. It makes a great gift too.,"['cayman', 'love', 'rum', 'gift']",2
667,"I'm not an expert on macaroni cheese from a box. I love the real thing, but it is time consuming. I've tried Kraft Macaroni Cheese, but I wasn't impressed. I read the good reviews for this Annie's product. I wanted to get the subscription to save money, but 12 packets was too many to buy, when I didn't even know if I would like it.  I went to Walmarts and was lucky to get a packet, they didn't have many. I just compared the prices, in Walmart it costs $1.62 a box. On Amazon with the subscription, a box costs $1.23, that's a big saving.  I made it yesterday, and mixed in a little grated mature cheddar, after it was cooked, then put it under the grill to melt the cheese. I was going to eat half and heat the rest up today, it was quite a lot for one person. It tasted so good, I ended eating all of it! If you like mature cheddar you'll probably like this. It is great with ketchup on or slices of tomatoes added with the cheddar before grilling it. It tastes almost as good as the reat thing.  I ordered it on subscription yesterday, I can't wait to try it again.","['expert', 'macaroni', 'cheese', 'box', 'real', 'thing', 'time', 'kraft', 'macaroni', 'cheese', 'impressed', 'review', 'annie', 'subscription', 'money', 'packet', 'walmarts', 'packet', 'price', 'walmart', 'box', 'subscription', 'box', 'big', 'saving', 'yesterday', 'mixed', 'little', 'grated', 'mature', 'cheddar', 'grill', 'cheese', 'half', 'rest', 'today', 'lot', 'person', 'cheddar', 'ketchup', 'slice', 'tomato', 'cheddar', 'reat', 'thing', 'subscription', 'yesterday']",2
705,"These almonds make a good snack. The cocoa coating isn't sweet -- in fact, it's vaguely bitter -- and it isn't overpowering. The nuts themselves were good and fresh. My wife and I both liked them.  On the other hand, my daughter said ""I don't hate them, but I don't love them either."" Save these for the adults -- they'd work well with red wine or sweet cocktails.","['almond', 'snack', 'cocoa', 'coating', 'sweet', 'fact', 'nut', 'fresh', 'wife', 'hand', 'daughter', 'adult', 'red', 'wine', 'sweet', 'cocktail']",2
753,"I am not happy about writing this review. I had very high expectations from both the name and the high praise given by the other reviewers. I was at once concerned, however, based on the weak aroma at first opening. And, these initial concerns were confirmed at first use... little flavor here. I have found a home recipe based off of the ingredient list with stuff from my spice rack produces a much better result.  Beef Rub: Brown sugar, sea salt, paprika, chille, rosemary, fresh garlic, chipotle powder, cumin, and McCormick Montreal Steak Seasoning.  Chicken Rub: Brown sugar, paprika, sea salt, chille, McCormick Montreal Chicken Seasoning, curry, garlic, cinnamon, and Chinese Five Spices.","['happy', 'review', 'high', 'expectation', 'high', 'praise', 'reviewer', 'weak', 'aroma', 'opening', 'initial', 'concern', 'use', 'little', 'flavor', 'home', 'recipe', 'ingredient', 'list', 'stuff', 'spice', 'rack', 'result', 'beef', 'rub', 'brown', 'sugar', 'sea', 'salt', 'chille', 'rosemary', 'fresh', 'garlic', 'chipotle', 'powder', 'cumin', 'mccormick', 'montreal', 'steak', 'chicken', 'rub', 'brown', 'sugar', 'sea', 'salt', 'mccormick', 'montreal', 'chicken', 'curry', 'garlic', 'cinnamon', 'chinese', 'spice']",2
783,"I tried this today and it was delicious!  It's not the texture you at first expect from eggplant, the flavors bridge that, and are really great.  Next time I will put this over rice. : )","['today', 'delicious', 'texture', 'eggplant', 'flavor', 'time', 'rice']",2
792,Found this to be an excellent product for making cherry limeades to flavoring yogurt!  Have made this one of my pantry staples!,"['excellent', 'cherry', 'limeade', 'yogurt', 'pantry', 'staple']",2
836,I bought this to include in my daughter's party bag - It worked so well with the circus theme that we had.  Unfortunately the cracker jacks were stale.  When I heard this the first time I thought no way can't be but then someone else told me the same thing and then I heard it again from someone else.  Really disappointing.  I am so embarrassed.,"['daughter', 'party', 'bag', 'circus', 'theme', 'cracker', 'jack', 'stale', 'time', 'way', 'thing', 'disappointing', 'embarrassed']",2
847,"I LOVE these strawberries, but this batch came up short on flavoring. The candy didn't even small like strawberries, just tasted like gummi sugar. Somehow this batch got missed when they added flavoring. I will try them again. Vendor shipped fast and they were very fresh.","['strawberry', 'batch', 'short', 'candy', 'small', 'strawberry', 'gummi', 'sugar', 'batch', 'vendor', 'fresh']",2
874,"this paste is actually what first got me into thai curry, at the time i loved it, made it all the time, then i discovered a better brand of curry paste, hand brand curry paste, premium stuff, amazon doesn't sell :(, hint to amazon, stock it, but you can get it at [...], its based in seattle and they import everything from thailand, the flavor of hands brand is so much better the mae ploy, a huge difference, i went back to mae ploy after having hand brand and i didnt even finish my meal, very bland, boring by comparison, also as a side note, these are very small containers, i was used to buy the large ones at my local asian store, these are like 1/4 the size of those ones. not a good deal if you can find it locally.","['paste', 'thai', 'curry', 'time', 'time', 'better', 'brand', 'curry', 'paste', 'hand', 'brand', 'curry', 'paste', 'premium', 'stuff', 'hint', 'stock', 'seattle', 'thailand', 'flavor', 'hand', 'brand', 'better', 'mae', 'ploy', 'huge', 'difference', 'ploy', 'hand', 'brand', 'finish', 'meal', 'comparison', 'note', 'small', 'container', 'large', 'one', 'local', 'asian', 'store', 'size', 'one', 'deal']",2
887,"Chervil, the one spice I didn't realize was so darn hard to get. After searching up and down this infernal state in hopes of finding it somewhere in person I outstretched my arms to the infamous internet.  More specifically, Amazon!  I typed in the letters and wallah, I found items.  I decided to try this, as I have limited experience with Chervil, I'll admit it, and I am happy to report that it was safely in my hands exactly when I wanted it.  I opened it up to sample the herb, and from what I could tell it was also exactly as described. I'd recommend this herb for at least a taste of something different and considering the speed at which I got the item, I am extremely happy.  So till I experiment again, live long and eat well!","['spice', 'darn', 'hard', 'infernal', 'state', 'hope', 'person', 'arm', 'infamous', 'internet', 'letter', 'wallah', 'item', 'experience', 'chervil', 'happy', 'hand', 'herb', 'herb', 'different', 'speed', 'item', 'happy', 'till', 'experiment', 'live']",2
898,"Maybe it's just me, but I have used this extract in my oatmeal (same amount as McCormick extracts) and I can't taste any flavor at all.  Very disappointing.","['extract', 'oatmeal', 'mccormick', 'extract', 'flavor', 'disappointing']",2
901,I prefer the Saucettes but as they appear to be no longer available I tried these and have come to enjoy them just as much. These have a little better flavor but the Saucettes had a better texture. These taste much better than meat.,"['saucettes', 'available', 'little', 'better', 'flavor', 'saucettes', 'better', 'texture', 'better', 'meat']",2
912,"We got them to add to Special K Red Berry cereal because sometime the end of the bag as fewer than the start.  But now we eat them by the hand full and add them to everything. My Daughter grabs the bag over other snack food, which makes me smile !","['special', 'k', 'red', 'berry', 'cereal', 'end', 'bag', 'fewer', 'start', 'hand', 'daughter', 'bag', 'snack', 'food', 'smile']",2
966,"This macaroni and cheese is the only kind that both the adults and the kids in our family enjoy.  It has a slightly sharp cheddar flavor that makes it taste so much better than the ""processed cheese food"" types.  Our whole family swears by Annie's Homegrown Deluxe Shells & Real Aged Wisconsin Cheddar and it is much cheaper buying them here than one at a time at the grocery store.","['macaroni', 'cheese', 'kind', 'adult', 'kid', 'family', 'enjoy', 'sharp', 'cheddar', 'flavor', 'better', 'processed', 'cheese', 'food', 'type', 'family', 'swears', 'annie', 'homegrown', 'deluxe', 'shell', 'real', 'wisconsin', 'cheddar', 'cheaper', 'time', 'grocery', 'store']",2
987,"I just received these as a birthday gift from my sister.  The strawberries were perfectly fresh, juicy, and sweet.  They were dipped perfectly and completely coated in delicious chocolate.  I was SO impressed!  She ordered them yesterday and I received them today.  They came nicely wrapped with birthday ribbon and packaged with a ""freezer"" or cold pak.  Again, I would highly recommend these as a delicious treat.  They are expensive, but well worth the SPECIAL treat for someone!","['birthday', 'gift', 'sister', 'strawberry', 'fresh', 'juicy', 'sweet', 'delicious', 'chocolate', 'impressed', 'yesterday', 'today', 'birthday', 'ribbon', 'freezer', 'cold', 'pak', 'delicious', 'treat', 'expensive', 'special', 'treat']",2
1016,"Even with the tips shared on how to open it, it's still pretty difficult to open.  I guess I have weak hands. My husband usually has to open it for me, and even he doesn't do it with ease.  I would recommend getting the larger Prepara herb savor instead of the pod.  It's much easier to open and can hold more.  I could hardly fit any cilantro in the pod (considering that the grocery sells them in such large bunches and I only use half).","['tip', 'difficult', 'guess', 'weak', 'hand', 'husband', 'ease', 'larger', 'prepara', 'herb', 'savor', 'pod', 'easier', 'cilantro', 'pod', 'grocery', 'large', 'bunch', 'half']",2
1021,"These are the best lollipops I've ever had!  Sadly, they are not available via Amazon directly at the moment, so no ""guaranteed"" flavor ratios.  The bag I got was:  65 Strawberry Smash 60 Tart Sour Apple 39 Googly Grape 35 Tooberry Blueberry 33 Wet-faced Watermelon 32 Mango Tango 30 Pomegranate Pucker 28 Very Very Cherry 1 Mango (no Tango; was only one of the colors ;) ...)  So, a total of 323, pretty close to ""as advertised"".  I was surprisingly fond of flavors such as the strawberry and watermelon, which I generally don't like in other candies (artificially flavored ones).  However, the blueberry and mango fell a bit flat.  In general, though, these are the best approximations to real fruit flavors I've come across in hard candy before.  Hope the trick-or-treaters enjoy them as well!","['best', 'lollipop', 'available', 'moment', 'guaranteed', 'flavor', 'bag', 'strawberry', 'smash', 'tart', 'sour', 'apple', 'grape', 'tooberry', 'wet-faced', 'watermelon', 'mango', 'tango', 'pomegranate', 'pucker', 'cherry', 'mango', 'tango', 'color', 'total', 'close', 'advertised', 'fond', 'flavor', 'strawberry', 'watermelon', 'candy', 'one', 'blueberry', 'mango', 'bit', 'flat', 'general', 'best', 'approximation', 'real', 'fruit', 'flavor', 'hard', 'candy', 'trick-or-treaters']",2
1040,"You can order the same products online from Nespresso for approx $25.  Nespresso makes GREAT machines and GREAT coffee pods. These pod offers on Amazon however are mostly from third party vendors. They prey on people who don't know better, charging you 2x the price of ordering the pods directly from Nespresso. I have been ordering through Nespresso's website for a couple of years now and their shipping times are always fast and reliable. I buy many things through Amazon, but not Nespresso pods.","['product', 'nespresso', 'approx', 'nespresso', 'machine', 'coffee', 'pod', 'offer', 'party', 'vendor', 'people', 'better', 'price', 'pod', 'nespresso', 'nespresso', 'website', 'couple', 'year', 'shipping', 'time', 'reliable', 'thing', 'nespresso', 'pod']",2
1070,I like that these are all individually packages. They are great to snack on or share with other. Great flavors!,"['package', 'share', 'flavor']",2
1086,"The reason why I bought this because it's using HALAL beef. The taste is great, a little sweet and not to chewy. We love it and will order more later. Will recommend to my friends!","['reason', 'halal', 'beef', 'little', 'sweet', 'friend']",2
1091,"I used the icicle for about two hours. After taking a break, I plug it in and my laptop wont recognize it. I did everything I could think of to fix this, even hours of searching google. Nothing. In the process of a return. =/ It would've been perfect if it just worked.","['icicle', 'hour', 'break', 'laptop', 'wont', 'hour', 'google', 'process', 'return']",2
1114,This is a very good rice and I will be ordering more.  Good flavor and it is always a surprise at a dinner party.,"['rice', 'flavor', 'surprise', 'dinner', 'party']",2
1116,I am using rice pasta because a family member is gluten intolerant. This pasta tastes so good that everyone in the household eats it.,"['rice', 'pasta', 'family', 'member', 'intolerant', 'pasta', 'household']",2
1194,Bought a case to see what it was about.  I am a night owl which effects my day-to-day performance and father-related tasks.  After a can I do feel mellow and finding myself going to bed much earlier.,"['case', 'night', 'owl', 'effect', 'day-to-day', 'performance', 'father-related', 'task', 'earlier']",2
1218,My entire family of 6 love this popcorn.  We're all big popcorn lovers...and are very picky!  We've converted to this brand.  My only complaint is that now we go through popcorn twice as fast!,"['entire', 'family', 'love', 'popcorn', 'big', 'popcorn', 'lover', 'picky', 'brand', 'complaint', 'popcorn', 'fast']",2
1227,"I bought these berries as I needed to add something to my cart for super saver shipping.  I was planning to get goji berries from Whole Foods in bulk, the cheapest source by me for organic gojis in town.  They run about $18 a pound there.  I got them on sale here for $11-12.  I liked the ones from Whole Foods, but these are even better!  They are fresher, probably since they are put reasonably quickly into the bags and sealed.  The other ones taste like some sort of gummy fruit rolll-up type treat (good), but these actually taste like a fruit.  You should buy some.  The only problem is that I eat them too quickly, they should be called wolf-them-down-berry.","['berry', 'cart', 'super', 'saver', 'shipping', 'goji', 'berry', 'food', 'bulk', 'cheapest', 'source', 'organic', 'gojis', 'town', 'pound', 'sale', '11-12', 'one', 'food', 'bag', 'one', 'sort', 'gummy', 'fruit', 'rolll-up', 'type', 'treat', 'fruit', 'problem', 'wolf-them-down-berry']",2
1285,"I bought 2 bottles of this Tart Cherry Juice because they were cheaper than TART IS SMART. They may be providing the Anti Oxidents that they say but they completely failed me in helping to sleep better at night. I returned 1 bottle to Amazon & went back to TART IS SMART. I used to wake up 3-4 times a night & have trouble getting back to sleep. Being nearly 80 & retired, I can sleep in if I choose. With my TIS formula, I get to sleep fairly quick, wake up 7 hours later & get anothert hour or two after visiting the bathroom. This product may work much better for you but I found one that works for me & will stick with it forever. I hope to read YOUR opinion of this product soon?","['bottle', 'tart', 'cherry', 'juice', 'cheaper', 'tart', 'smart', 'anti', 'oxidents', 'better', 'night', 'tart', 'smart', '3-4', 'time', 'night', 'trouble', 'ti', 'formula', 'quick', 'hour', 'anothert', 'hour', 'bathroom', 'better', 'opinion']",2
1293,"Wow, we've never had so much Macaroni and Cheese in a long time! And Annie's is really, really good. This doesn't need additional milk or butter, and the sauce is an easy-to-squeeze out paste in a foil package. It tastes great, and makes a great receptacle for some creativity of your own too.  Tips to enjoy it:  - Just boil in plenty of water, the six-cup requirement is a minimum.  - Drain quickly, put the pasta back in the hot pot. The remaining heat is just right to melt the thick cheesy sauce into the macaroni. Don't rinse the pasta in cold water, it will make it hard for the sauce to combine well.  - All the Deluxe versions are animal rennet free. Annie's FAQ is very specific about which ones use vegetable rennet (not all do) but Amazon isn't picking up the information. I tag the really vegetarian ones ""animal rennet-free"" whenever I can.  - Try blending sundried tomatoes, a fresh tomato, olive oil, garlic, pizza peppers, salt, freshly ground pepper, and a touch of balsamic vinegar into a paste. This really complements the mac and cheese and gives it a new, gourmet taste that still doesn't take away from the ""mac and cheesiness"" of it.  - Tabasco Chipotle sauce makes a great addition for the adventurous. The smoky taste is tempered by the creaminess.","['wow', 'macaroni', 'cheese', 'long', 'time', 'annie', 'additional', 'milk', 'butter', 'sauce', 'easy-to-squeeze', 'paste', 'foil', 'package', 'receptacle', 'creativity', 'tip', 'boil', 'plenty', 'water', 'six-cup', 'requirement', 'minimum', 'drain', 'pasta', 'hot', 'pot', 'heat', 'right', 'cheesy', 'sauce', 'macaroni', 'pasta', 'cold', 'water', 'hard', 'sauce', 'deluxe', 'version', 'animal', 'rennet', 'free', 'annie', 'faq', 'specific', 'one', 'vegetable', 'rennet', 'information', 'vegetarian', 'one', 'animal', 'rennet-free', 'sundried', 'tomato', 'fresh', 'tomato', 'olive', 'oil', 'garlic', 'pizza', 'pepper', 'pepper', 'touch', 'balsamic', 'vinegar', 'paste', 'mac', 'cheese', 'new', 'gourmet', 'mac', 'cheesiness', 'chipotle', 'sauce', 'addition', 'adventurous', 'smoky', 'creaminess']",2
1366,"Tried this flavor first time in France this summer (2012) and loved the refreshing taste of it! The blue and red ones are also very nice, but my fav was the silver one. Too bad it's hard to find elsewhere","['flavor', 'time', 'france', 'summer', 'blue', 'red', 'one', 'fav', 'silver', 'bad', 'hard']",2
1369,"I have nasty food allergies to wheat, dairy, eggs, corn, peanuts, and about 2 dozen other foods so when I find something I can actually eat I have a tendency to buy a case.  Simply put, these are great.  They have a wonderful, soft texture with a mildly sweet (but not too sweet) flavor.  For anyone with allergies or intolerances like myself, they're a real lifesaver.  They're satisfying, nicely packaged, and very fresh tasting.  I'll be buying more.","['food', 'allergy', 'dairy', 'egg', 'corn', 'peanut', 'dozen', 'food', 'tendency', 'case', 'wonderful', 'soft', 'texture', 'mildly', 'sweet', 'sweet', 'flavor', 'allergy', 'intolerance', 'real', 'lifesaver', 'fresh', 'tasting']",2
1379,"Does not mix well by hand, but my sweet wife has a hand-held electric shake mixer to do the job.  She uses 1/2 cup less than recommended per gallon and it still taste rich and great.  She also uses it to make yogurt and it works great at this also. So far the 'SS' price has been steady (not risen) for the past 4 or 5 months that we have been receiving it.  Thanks Amazon and thanks Mr. Bob.","['hand', 'sweet', 'wife', 'hand-held', 'electric', 'shake', 'mixer', 'job', 'cup', 'gallon', 'rich', 'yogurt', 'price', 'steady', 'past', 'month', 'thanks']",2
1388,"I bought keenan Farms Pistachios once earlier. That batch appeared to alright.This time around the product is not upto mark at all. I have bought Pistachios from local stores also, which are far better and cheaper than this. I have opened only one bag from the 3 that I have received. If any one from Keenam farms is reading this I can return these to them so that they can see what is in the bags sent to me.","['keenan', 'farm', 'earlier', 'batch', 'time', 'upto', 'mark', 'pistachio', 'local', 'store', 'better', 'cheaper', 'bag', 'keenam', 'farm', 'bag']",2
1420,"Use it in casseroles, stews, soups and rubs for your meat.  Use it everywhere except your coffee.  So glad I bought it.  It's fantastic.","['use', 'casserole', 'stew', 'soup', 'rub', 'meat', 'use', 'coffee', 'glad', 'fantastic']",2
1445,We live in the middle of nowhere so we end up ordering a lot of spices etc. that can't be found locally.  This gives great chipotle taste with just a little sprinkled on.  I'm going to order a few more of these because I never want to run out of it.,"['middle', 'lot', 'spice', 'chipotle', 'little', 'sprinkled']",2
1469,Found these at Meijer's. Couldn't wait to try them. I think these are better than the regular chocolate ones. A much better chocolate flavor. Love them! Will be buying these instead of the other ones.,"['meijer', 'better', 'regular', 'chocolate', 'one', 'chocolate', 'flavor', 'one']",2
1491,This is a tasty flavor but not one I could drink everyday.  The honey flavor makes it a little sweet for my palette but for a dessert coffee it works wonderfully.  I won't but this for everyday repeated use but it is a good special treat flavor.,"['flavor', 'honey', 'flavor', 'little', 'sweet', 'palette', 'dessert', 'coffee', 'use', 'special', 'treat', 'flavor']",2
1524,"It's a great product. I got some while I was in England and brought some home to share with my family. My children ate the entire box at no time. Very tasty, crunchy... Too bad it's so expensive to buy it here in the U.S.!","['england', 'home', 'share', 'family', 'child', 'entire', 'box', 'time', 'crunchy', 'bad', 'expensive']",2
1525,I took a chance with this product (even though there weren't enough good reviews) since they are cheaper than 5 hour energy.  They did not work for me so I tried Red Rain which did work and was even cheaper.  Red Rain DID work for me so I am done with 5 hour energy and 6 hour power. The ingredients are pretty close to 5 hour energy but someone is lying since it doesn't work.,"['chance', 'review', 'cheaper', 'hour', 'energy', 'work', 'red', 'rain', 'work', 'cheaper', 'red', 'rain', 'work', 'hour', 'energy', 'hour', 'power', 'ingredient', 'close', 'hour', 'energy']",2
1571,"Very good product, the $4.00 increase did less to change my subscription. I love this product and will continue buying in future.","['increase', 'subscription', 'future']",2
1573,"Fantastic, juicy and tender! Everything was great...is great (there is only the 2 of us) but next time I may even order with the desserts included.","['fantastic', 'juicy', 'tender', 'time', 'dessert']",2
1609,"The Prepara Herb Savor Pod is advertised holding asparagus. That was why I purchased it, thinking it would be good for keeping asparagus fresh. In reality the pod will hold very few spears and they would need to be quite thin and short.  The ad is misleading. I'll keep it for storing herbs, but asparagus is out of the question.","['prepara', 'herb', 'savor', 'pod', 'advertised', 'asparagus', 'asparagus', 'fresh', 'reality', 'pod', 'spear', 'short', 'ad', 'herb', 'asparagus', 'question']",2
