,Text,Tokens,Labelled_topic
214,I was a bit disappointed in these.  They crumble very easily and have an unusual texture.  My son (6) does not like them.,"['bit', 'disappointed', 'unusual', 'texture', 'son']",10
233,"These things are better than steak.. filet mignon! It was well worth the purchase of this package. It saves you a couple bucks versus buying them in the store. Go ahead, splurge yourself and get some.","['thing', 'better', 'steak', 'filet', 'mignon', 'purchase', 'package', 'couple', 'versus', 'store']",10
234,I used these to make several small batches of vanilla sugar for Christmas presents. Worked great and very affordable. Thanks!,"['small', 'batch', 'vanilla', 'sugar', 'christmas', 'present', 'affordable', 'thanks']",10
244,"I purchased this product to lure black bear to the bait pile. The product has no sweet smell as one would expect. I have asked for a refund or exchange from the supplier, no response.","['black', 'bear', 'bait', 'sweet', 'smell', 'refund', 'exchange', 'supplier', 'response']",10
265,licorice  has  no  flavor very hard  to eat it was in a seal  bag  but  it  hard  not soft like other  licorice,"['licorice', 'flavor', 'seal', 'bag', 'soft', 'licorice']",10
270,"I got them in a clear plastic bag, but how do you think they look before they are packaged?  They were fresh and salty.  yummy","['clear', 'plastic', 'bag', 'fresh', 'salty', 'yummy']",10
278,This is one of my fav flavors so far. Do not let the word CREAM fool you. There is very little cream to these but they are still very flavorfull. I add either French Vanilla powdered cream or liquid cream to this and it's great. I have it on a regular basis. The flavor does not get old or eventually give you an aftertaste.,"['fav', 'flavor', 'word', 'cream', 'fool', 'little', 'cream', 'flavorfull', 'french', 'vanilla', 'cream', 'liquid', 'cream', 'regular', 'basis', 'flavor', 'old', 'aftertaste']",10
307,"You'll either like this double-salted licorice - and, indeed, other salted licorice available on Amazon - or you'll detest it. The reviews on this and other licorice products attest to this polarity among reviewers. It's an acquired taste that, once acquired, proves to be somewhat addictive.  I have only recently become acquainted with salted licorice. I actually prefer the normal salted variety, although the salty kick - from ammonium salts rather that sodium chloride - is very strong and strangely satisfying in these double-salt rounds.  I would advise anybody who is thinking of trying salted licorice to seek out a small pack of the stuff first of all. If you like it, go ahead and order one of the regular-salted  Kraepelien & Holm Farm Salt Licorice, 2.2-Pound Bags (Pack of 3)  available on Amazon, making sure to take advantage of the subscription offer. Otherwise, you risk wasting your money on something you may consider inedible.","['double-salted', 'licorice', 'licorice', 'available', 'review', 'licorice', 'product', 'polarity', 'reviewer', 'prof', 'addictive', 'salted', 'licorice', 'normal', 'salted', 'variety', 'salty', 'kick', 'ammonium', 'salt', 'sodium', 'chloride', 'strong', 'double-salt', 'round', 'anybody', 'salted', 'licorice', 'small', 'pack', 'stuff', 'regular-salted', 'kraepelien', 'holm', 'farm', 'salt', 'licorice', '2.2-pound', 'bag', 'pack', 'available', 'making', 'sure', 'advantage', 'subscription', 'money', 'inedible']",10
325,"These cherries arrived promptly, taste great, and were completely as advertised.  We broke the package down into smaller quantities and froze them.  Would buy again, and will when the need arises.","['cherry', 'package', 'smaller', 'quantity', 'need', 'arises']",10
373,Caused a fight over who was getting what lol. Perfect gift and have told many others to check out this box and the others they have available. Very quick delivery,"['fight', 'lol', 'perfect', 'gift', 'box', 'available', 'quick', 'delivery']",10
390,"I prefer the taste of this over the alcohol-based vanilla extracts, particularly in uncooked items and beverages. It has a fairly thick/syrupy consistency.","['alcohol-based', 'vanilla', 'extract', 'uncooked', 'item', 'beverage', 'consistency']",10
419,"I originally purchased these to use as a fun gift for a 'secret sister,' and happened to be starving when they arrived in the mail today.  The crackers, cheese spread, and pepperoni were incredibly tasty!  The dried fruit complimented the trio well and the chocolate toffee was a perfect top-off.  I immediately got online to order another variety to try!  It seems like a small meal, but it has kept me full all afternoon.  I'm going to package two in a gift basket along with a bottled drink and some napkins--seems a napkin is the one thing the GoPicnic folks forgot!  They'll be perfect for an early fall afternoon in the park.  Hope the other 5 meals will make it to the gift wrapping stage!","['fun', 'gift', 'sister', 'mail', 'today', 'cracker', 'spread', 'pepperoni', 'dried', 'fruit', 'trio', 'chocolate', 'toffee', 'perfect', 'top-off', 'online', 'variety', 'small', 'meal', 'afternoon', 'gift', 'basket', 'bottled', 'drink', 'napkin', 'napkin', 'thing', 'gopicnic', 'folk', 'perfect', 'early', 'fall', 'afternoon', 'park', 'meal', 'gift', 'wrapping', 'stage']",10
424,"What's not to like?  Delicious smokehouse almonds in the perfect size package.  I keep them in my locker at the gym for a post workout snack.  They are very smokey-don't leave an open package in your car, like I did...It made my car smell like cigarettes.  However, this is unlikely to happen as it is hard to only eat part of the package as they are so good.","['delicious', 'smokehouse', 'perfect', 'size', 'package', 'locker', 'gym', 'post', 'workout', 'snack', 'smokey-do', 'open', 'package', 'car', 'car', 'smell', 'cigarette', 'unlikely', 'hard', 'package']",10
432,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it.","['serveice', 'delivery', 'seller', 'excellent', 'bad', 'iam', 'sure', 'old']",10
436,"This is very tasty. Good deal to save a few bucks here on Amazon as well. I find this dish very similar to the Chicken Tikka Masala. Both are great, obviously this curry dish has more curry flavor than the Chicken Tikka Masala. The chicken in this dish is wonderful as well.","['deal', 'buck', 'dish', 'similar', 'chicken', 'tikka', 'curry', 'dish', 'curry', 'chicken', 'tikka', 'chicken', 'dish', 'wonderful']",10
460,"For those of you who like/love black licorice, I seriously recommend this product.  i eat it because I love black licorice, and only recently found that what I have observed is now reported by nuitionists as well.  These is evidence that black licorice is an aid to those with constipation.  It comes in other flavors too, but the medicinal effects only come the black.","['black', 'licorice', 'black', 'licorice', 'nuitionists', 'evidence', 'black', 'licorice', 'aid', 'constipation', 'flavor', 'medicinal', 'effect', 'black']",10
473,"Instead of a black graduation cap, a top hat was sent instead.  Not great for a graduation gift!  Also, I think any buyer should be aware that by ""Godiva 4 Pack"", they mean ""4 pieces of candy""!  Very confusing description especially when you consider that the picture shows at least 5 pieces of candy! Definitely not worth the price!!","['black', 'graduation', 'cap', 'hat', 'graduation', 'gift', 'buyer', 'aware', 'godiva', 'pack', 'piece', 'candy', 'confusing', 'description', 'picture', 'piece', 'candy', 'price']",10
482,Looking for a quick cook sticky toffee pudding these caught my eye. The only thing that resembles a sticky toffee pudding from this product though is the name. Bland tasting. A disappointment beyond words.,"['quick', 'cook', 'sticky', 'toffee', 'eye', 'thing', 'sticky', 'toffee', 'bland', 'disappointment', 'word']",10
495,These are excellent. They taste great and are just the right size.  Two can make an on the go breakfast that is tasty and good for you.  The larger size breakfast cookies are just too big. 2 of these are perfect.  My husband had gotten out of the habit of eating breakfast- too much trouble- but since I bought these he is good about grabbing one or two on the way out the door.,"['excellent', 'right', 'size', 'breakfast', 'larger', 'size', 'breakfast', 'cooky', 'big', 'perfect', 'husband', 'habit', 'breakfast-', 'trouble-', 'way', 'door']",10
528,these chewables are delicious. Do not know about the results of lowering cholesterol...I will have to wait until the next Dr. exam. yum,"['chewables', 'delicious', 'result', 'cholesterol', 'exam', 'yum']",10
550,We have used the pork pouch on porkt chops...and believe it or not...we have used it on chicken.  Both were juicy and had a great flavor.  Easy to use without a lot of mess...you can't go wrong with shake-n-bake.,"['pork', 'pouch', 'porkt', 'chop', 'juicy', 'flavor', 'easy', 'lot', 'mess', 'wrong', 'shake-n-bake']",10
583,"So as soon as the delivery guy gave me the package I opened it ready to eat some gummy bears and all I got was a big goo of gummy bears. Due to the heat of the delivery truck it all melted into gel. Of course it is not refundable so now all i have is a bag a liquid-multicolored goo. thanks for making me throw away 15 dollars. Good game amazon. So think about if its summer or kinda warm, stop and wait till december.","['delivery', 'guy', 'package', 'ready', 'gummy', 'bear', 'big', 'goo', 'gummy', 'bear', 'heat', 'delivery', 'truck', 'gel', 'course', 'refundable', 'bag', 'liquid-multicolored', 'goo', 'thanks', 'dollar', 'game', 'summer', 'warm', 'stop', 'wait', 'till']",10
613,"These microwave pork rinds are quite tasty for them to be cooked in the microwave!  My husband and I love the hot & spicy flavor better than the plain because it has more flavor.  The only drawback I see to these is that if you have an older microwave or one that is not as powerful (at least 1100 watts), the pork rinds do not cook as well.","['pork', 'rind', 'microwave', 'husband', 'hot', 'spicy', 'flavor', 'plain', 'flavor', 'drawback', 'older', 'microwave', 'powerful', 'pork', 'rind']",10
618,Lipton French Vanilla is hands down one of the most delicious black teas available - I am thankful I can continue to purchase it through Amazon since it is no longer available in stores.,"['lipton', 'french', 'vanilla', 'delicious', 'black', 'tea', 'available', 'thankful', 'available', 'store']",10
685,"With no clear instructions on how to open and close the unit, the first few times are an act of frustration.  When I finally realized that if I grip with my thumb and forefinger over the clear plastic shield, about one third from it's bottom and squeeze the sides, the bottom lip pops out nicely. I will agree that this size is too small for most popular herbs like parsley, basil ect.  The company does now make a larger unit and it looks like it is more user friendly. All in all I like it, I took away one star for the lack of instructions.  3/2012: After a few months I have thrown this thing away.  It became increasingly harder to open and the size was just too small for the herbs I use most.  I have seen some newer, larger units that don't have the issue with opening it like this one has...I'm going to order one of these.  I no longer recommend this unit and have lowered it to 2 stars.","['clear', 'instruction', 'unit', 'time', 'act', 'frustration', 'grip', 'thumb', 'forefinger', 'clear', 'plastic', 'side', 'lip', 'size', 'small', 'popular', 'herb', 'parsley', 'basil', 'company', 'larger', 'unit', 'user', 'star', 'lack', 'instruction', 'month', 'thing', 'harder', 'size', 'small', 'herb', 'newer', 'larger', 'unit', 'issue', 'unit']",10
709,"I really enjoyed this product. It tastes good and is very close to the Russian or Iranian versions. Also, the service and quick delivery were an added bonus.  I would highly recommend this product.","['russian', 'iranian', 'version', 'service', 'quick', 'delivery', 'added', 'bonus']",10
742,"I haven't used any Shake 'N Bake in years (and when I did use it, I used the version for chicken) so I was curious to see how the product was after all these years. I have to admit that I was pleasantly surprised. It has a light flavoring - tasty, but doesn't overpower the flavor of the pork and using the coating kept the meat juicy. And it was very easy to use - like the name of the product says, shake on the coating and bake. It's easy to use and tastes good - it doesn't get any better than that.","['shake', 'bake', 'year', 'version', 'chicken', 'curious', 'year', 'light', 'flavor', 'pork', 'coating', 'meat', 'juicy', 'easy', 'coating', 'easy', 'taste', 'better']",10
748,"This is a quality rock candy product and a very large amount for the price. I would deffinately buy this product again, if needed. Purchased as a gift and the person was more than thrilled","['rock', 'candy', 'large', 'price', 'gift', 'person']",10
778,This gum is quite good. I always chew gum in the gym and this will stay soft through a long workout and run.,"['gum', 'gum', 'gym', 'soft', 'long', 'workout']",10
846,Amazing coconut flavor and very easy to make! This was the 5th flavor I've made and all came out better then expected.,"['coconut', 'flavor', 'easy', 'flavor']",10
849,"Yuck, these do not taste good and they are quite tough. Better off buying the bags of rinds already prepaired.","['yuck', 'tough', 'better', 'bag', 'rind']",10
864,Very tender meats. Sole is awesome! Good value. I order a lot of Omaha Steak products and have loved them all.,"['tender', 'meat', 'awesome', 'value', 'lot', 'omaha', 'steak', 'product']",10
873,"We've been enjoying this seasoning on our steaks for some time, but this packaging is an great improvement. We first started buying it at a wholesale club where it was sold in a plastic grinder. The grinder was a pain in the wrist to use. I'm so glad that Weber now sells it pre-ground in a shake-on container. Plus, the grill-lid shaped cap is a cute touch. I definitely recommend this seasoning as it's just the right combination of flavors for a charcoal-grilled steak. I'd even use it on chicken or pork, as well.","['steak', 'time', 'packaging', 'improvement', 'wholesale', 'club', 'plastic', 'grinder', 'grinder', 'pain', 'wrist', 'glad', 'weber', 'pre-ground', 'shake-on', 'container', 'grill-lid', 'shaped', 'cap', 'cute', 'touch', 'seasoning', 'right', 'combination', 'flavor', 'charcoal-grilled', 'steak', 'chicken', 'pork']",10
875,"I have bought vanilla beans for several years for making homemade ice cream.  I always buy from Amazon because the supermarket vanilla beans are usually old and expensive.  I just received my order of these and was very disappointed.  The beans were stiff, not pliable as a good vanilla bean should be.  They did not have an oily feel to them, which is another sign of quality and freshness.  Also, there were less of the seeds that you get from the inside of the bean, which is where most of the flavor comes from, compared to previous purchases I have made. Finally, they did not have a very strong vanilla aroma - no where near as strong as other vanilla beans that I have bought in the past.  I just used beans from the last order I bought (well over a year ago) along with these vanilla beans that I just ordered.  The old ones were MUCH better in quality than these new ones despite being quite a bit older.  I always vacuum seal the beans after I use them to help keep their freshness, but the other vanilla beans are still well over a year older than these new ones and were far better in quality.","['vanilla', 'bean', 'year', 'homemade', 'ice', 'cream', 'supermarket', 'vanilla', 'bean', 'old', 'expensive', 'disappointed', 'bean', 'stiff', 'pliable', 'vanilla', 'bean', 'oily', 'feel', 'sign', 'freshness', 'seed', 'inside', 'bean', 'flavor', 'previous', 'purchase', 'strong', 'vanilla', 'aroma', 'strong', 'vanilla', 'bean', 'past', 'bean', 'vanilla', 'bean', 'old', 'one', 'new', 'one', 'bit', 'older', 'bean', 'freshness', 'vanilla', 'bean', 'older', 'new', 'one']",10
881,I've already reordered this item twice. I like the taste of it. It has the right amount of spice and can be used to make veg briyani if your not very fond of chicken(I tried both). One of the best products from KoI. Recommended,"['item', 'right', 'spice', 'veg', 'fond', 'chicken', 'best', 'product', 'koi']",10
928,IF YOUR A PORK RIND LOVER THIS IS AN AWESOME PRODUCT FOR THOSE WONDERFUL TASTE BUDS. THEY MELT IN YOUR MOUTH BEFORE THEY GO DOWN. MMM MMM GOOD.,"['pork', 'rind', 'lover', 'awesome', 'wonderful', 'mouth']",10
929,"I got this item as a little gift to my little sister who loves Japan. She, my brother, mother, and I tried it and it tasted great.","['item', 'little', 'gift', 'little', 'sister', 'japan', 'brother', 'mother']",10
938,"Looks good, but does not open and close smoothly.  The drawer has medal feet that fit into a groove in the bottom of the unit as a track.  The tray sticks a lot and you have to hold the top of the unit to jerk the drawer out.","['look', 'drawer', 'foot', 'groove', 'unit', 'track', 'tray', 'lot', 'unit', 'drawer']",10
941,"Carnation Instant Breakfast, Classic French Vanilla, No Sugar Added, 8-Count Packets (Pack of 4)My husband has used powdered Carnation Instant Breakfast French Vanilla for 40+ years and says that it is the best drink he has each day.  He has developed Diabetes and changed to the sugar free mix and likes it as well, if not better.  His blood sugar has gone down and we seem to be able to maintain it now.  We are so glad that he can still have his ""best drink of the day""!!","['carnation', 'instant', 'breakfast', 'classic', 'french', 'vanilla', 'sugar', '8-count', 'packet', 'pack', 'husband', 'carnation', 'instant', 'breakfast', 'french', 'vanilla', 'year', 'best', 'drink', 'diabetes', 'sugar', 'free', 'mix', 'blood', 'sugar', 'able', 'glad', 'best', 'drink']",10
970,"I went to check out and found out that the freight is $14.00 on an $11.00 (canned, not fresh produce)??!!  RIDICULOUS!!","['freight', 'fresh', 'ridiculous']",10
1034,"We love hot apple cider and this was no exception! My 9 year old drank 6 cups the very first day I got this.  It has a wonderful, fresh apple taste with just the right amount of spice.  We will be ordering this on a regular basis!","['hot', 'apple', 'cider', 'exception', 'old', 'drank', 'wonderful', 'fresh', 'apple', 'right', 'spice', 'regular', 'basis']",10
1036,"I found microwave pork rinds quite by accident. But ever since, they are something I have wanted. Now I found them on Amazon, and I couldn't be happier.  It's a quick, easily prepared snack, and as other reviewers have pointed out, not bad for your diet.  Once they come put of the microwave, open the bag, pour them out, and marvel as you hear them still popping and crackling in the bowl. I may never go back to bagged pork rinds ever again","['pork', 'rind', 'accident', 'happier', 'quick', 'prepared', 'snack', 'reviewer', 'bad', 'diet', 'microwave', 'bag', 'bowl', 'pork']",10
1042,"We saw this featured on the Travel Network a while ago, so when I saw it available through Amazon I ordered it for my wife for Christmas. Very tasy and very unique.","['travel', 'network', 'available', 'wife', 'christmas', 'tasy', 'unique']",10
1046,Love Dreamfields Pasta.  Can't get the lasagna noodles where I live so I was so happy to find them at Amazon. Delivery was quick.  The only thing is the noodles got broken in shipment which was a dissappointment.,"['love', 'dreamfields', 'lasagna', 'happy', 'delivery', 'quick', 'thing', 'noodle', 'shipment', 'dissappointment']",10
1066,This apple cider is very flavorable and really hits the spot. I am very happy with this purchase and plan on buying this product again.,"['apple', 'cider', 'flavorable', 'spot', 'happy', 'purchase', 'plan']",10
1079,I've been drinking the mocha CLICK on a daily basis for almost 2 years now and was VERY excited to hear a new flavor was coming out.  The vanilla CLICK is very good and a good option if you don't like the slightly thicker consistency of the mocha CLICK.  I'll be ordering both flavors each month from now on.,"['mocha', 'click', 'daily', 'basis', 'year', 'excited', 'new', 'flavor', 'vanilla', 'click', 'option', 'thicker', 'consistency', 'mocha', 'click', 'flavor']",10
1087,"They're ok I guess but each bag has about a pound of salt in it. You'll find yourself brushing away salt from each piece just for it to taste somewhat decent. Also, no matter what you set the timer on the microwave, you will have little burn/hardened pieces. So you're not even getting a whole lot out of one bag.","['guess', 'bag', 'pound', 'salt', 'piece', 'decent', 'matter', 'timer', 'microwave', 'little', 'piece', 'lot', 'bag']",10
1098,This is an awesome tasting snack.  The cheapest place near us is Trader Joe's and they sell it for $1.50.  Amazon is even cheaper!  You cannot just eat one.....we finish the whole bag each time we open it!,"['awesome', 'tasting', 'snack', 'cheapest', 'place', 'trader', 'joe', 'cheaper', 'bag', 'time']",10
1113,"My kids and I enjoy this served with warm pita bread for lunch. It is a little spicy to me, but my husband disagrees. It's quick, easy and tasty.","['kid', 'warm', 'pita', 'bread', 'lunch', 'little', 'spicy', 'husband', 'quick', 'easy']",10
1121,This item was purchased as a gift and my step-dad really enjoyed them. The package was large and substantial so it really felt like he was getting a good gift. I was pleased with the company and had a smooth transaction. I would purchase from again!,"['item', 'gift', 'step-dad', 'package', 'large', 'substantial', 'gift', 'pleased', 'company', 'smooth', 'transaction']",10
1184,"Sent this as a gift, and found out later that many items were stale.  They loved the thought, though, and loved the way it looked.","['sent', 'gift', 'item', 'stale', 'way']",10
1258,Mat&eacute; is an awesome drink and Rosamonte makes an affordable and good tasting product. I would recommend this product to my friends and family.,"['mat', 'eacute', 'awesome', 'drink', 'rosamonte', 'affordable', 'tasting', 'friend', 'family']",10
1283,"I wanted to give homemade vanilla extract as gifts and was extremely satisfied with these beans. They made very high quality extract and were much cheaper than at local grocery or organic food stores. I was mildly concerned by the size; I only needed 24 beans, and ended up with closer to 50. However, my brother has used the remainder to make delicious vanilla ice cream, creme brulee, tiramisu, custard, vanilla sugar, french toast, etc. I have recommended them to friends and family.","['homemade', 'vanilla', 'extract', 'gift', 'satisfied', 'bean', 'high', 'extract', 'cheaper', 'local', 'grocery', 'organic', 'food', 'store', 'size', 'bean', 'closer', 'brother', 'remainder', 'delicious', 'vanilla', 'ice', 'cream', 'creme', 'brulee', 'custard', 'vanilla', 'sugar', 'french', 'toast', 'friend', 'family']",10
1296,The banana flavor lean body has a great taste! It doesnt have the watered down nutri-sweet taste to it either. I have been very satisfied with the lean body ready to go shakes so far although I havent yet tried all the flavors. My husband usually drinks the pure protien ready to go shakes and he recently got a hold of mine and now he wants me to buy the lean body ones for him because they taste so much better. I told him he cant because they are more expensive then his but I dont think he's going to let me get away with it!,"['banana', 'flavor', 'lean', 'body', 'nutri-sweet', 'satisfied', 'lean', 'body', 'ready', 'shake', 'havent', 'flavor', 'husband', 'pure', 'protien', 'ready', 'shake', 'hold', 'lean', 'body', 'one', 'better', 'expensive', 'dont', 'think']",10
1299,"I have been using this spice mix for many years but, I have found it hard to find lately. I decided I would check Amazon and I was very surprised to see it available! I am a fairly good cook and I have developed some easy dishes using this mix and it is very unusual and tasty! A 12 pack is a lot of this spice but, it does keep for years and I use it quite often. Give your family the kick it deserves with ""Luzianne Cajun Seasoning""","['spice', 'mix', 'year', 'hard', 'surprised', 'available', 'cook', 'easy', 'dish', 'mix', 'unusual', 'pack', 'lot', 'spice', 'year', 'family', 'kick', 'luzianne', 'cajun']",10
1354,"I search for this candy everywhere,candy stores no luck.i got them as a Christmas gift :) for my boyfriend. .he loved it","['search', 'candy', 'candy', 'store', 'christmas', 'gift', 'boyfriend']",10
1359,"Love this dip, my husband is nuts over it, has been eating it quite often since receiving the package.  All Wise products have been fantastic.","['dip', 'husband', 'package', 'wise', 'product', 'fantastic']",10
1373,This is absolutely delicious! My husband has had it on vanilla ice cream every night since it arrived. Just the right blend of chocolate and raspberry.,"['delicious', 'husband', 'vanilla', 'ice', 'cream', 'night', 'right', 'blend', 'chocolate', 'raspberry']",10
1381,Perfect bachelor food - quick and easy.  Really tasty compared to top ramen noodles.  You can tell the seasoning is extremely sodium laden.,"['perfect', 'bachelor', 'food', 'quick', 'easy', 'ramen', 'seasoning', 'sodium', 'laden']",10
1404,I am happy with my purchase. The mushrooms are mostly whole and have a quality shroomy smell to them (not old and dusty in other words).,"['happy', 'purchase', 'mushroom', 'shroomy', 'old', 'dusty', 'word']",10
1428,"It works reasonably well with condenser microphones.  With dynamics the hum exceeds the signal.  Works with Windows, not with Linux.  The build is very cheap.  Anything more than $5 for this is too much.","['condenser', 'microphone', 'dynamic', 'hum', 'signal', 'window', 'build', 'cheap']",10
1492,Placed my order and shipping was fast.  The product arrived in great condition and they tasted wonderful. I recommend them to other family members who also purchased them.  After I finish my review I'm going to buy more. Great taste and great value.,"['shipping', 'condition', 'wonderful', 'family', 'member', 'review', 'value']",10
1502,"These jelly beans were very unusual when they showed up.  They came in a package without a jelly belly logo, the jelly beans themselves had no jelly belly logo, and I don't really know if they were actually jelly bellys.  I got them as a gift, so I didn't try any of them, but it was odd giving a gift where it didn't seem like they were anything special, like I'd bagged up some licorice jelly beans from the grocery store or something, big woop...so I was disappointed.  And because they were a gift I had no idea what they tasted like.  So were they really jelly bellys?  Who knows?  I felt silly giving them though.","['bean', 'unusual', 'package', 'logo', 'belly', 'gift', 'odd', 'gift', 'special', 'licorice', 'grocery', 'store', 'big', 'woop', 'gift', 'idea']",10
1522,I love these gummy bears but I can buy the same bag 6 lb bag for $5.96 at SamsClub.  Thus the Amazon price is a rip off.  I wish Amazon would work to provide us the lowest prices.,"['gummy', 'bear', 'bag', 'lb', 'bag', 'samsclub', 'price', 'rip', 'wish', 'lowest', 'price']",10
1529,"I've never needed to use these for energy as I never feel drained. But my brother recommended them, saying he takes one before and every half hour of his runs. I still haven't noticed a difference but when I start running over 14miles maybe I'll need it.","['energy', 'brother', 'half', 'hour', 'run', 'difference']",10
