,Text,Tokens,Labelled_topic
86,My wife is now addicted to this.  She uses it to make her own style of salad dressing and of course it is great for making garlic bread.  This is too good.  We need to buy another one real soon.,"['wife', 'style', 'salad', 'course', 'bread']",9
90,"Our family loves these chips, they are light, not too greasy, and the seaweed taste is fantastic. My wife is from Japan so she turned us on to these chips.","['family', 'chip', 'seaweed', 'wife', 'japan', 'chip']",9
99,"Having worked in a movie theater in high school and through college, popcorn is a very nice treat.  That was 40 years ago, and it is still a very nice treat.  The seasoning salt makes this treat even more enjoyable by adding the right flavor to the popcorn to bring back memories of going to a movie in a less stressful time.","['movie', 'theater', 'school', 'college', 'popcorn', 'treat', 'year', 'treat', 'seasoning', 'salt', 'treat', 'flavor', 'popcorn', 'memory', 'movie', 'time']",9
102,"Great to have a sugar that tastes great, cooks with everything, and has not yet been cooped by the GMO crowd of producers.  We'll order again, and enjoyed the speedy delivery.  We wish this came in larger bags, for truly bulk orders.  25 lbs bags would be great.","['sugar', 'cook', 'gmo', 'crowd', 'producer', 'delivery', 'bag', 'truly', 'order', 'bag']",9
107,"This doesn't taste as addicting as the real fried potato chips, but it's still very good. Considering it's low in calories and it's only popped..  it taste much better than the ones that are freeze dried. These pops taste as light as the rice crispy treats, but with a good amount of flavor and crunch. I like it, a small little pack that you can just grab when you feel like having something quick. I keep then in my room in case if I ever get the cravings for chips. All the flavors that come in are good too, no complains.  The package also arrived fast and it's pretty cheap, I would recommend people who is watching calories to get this!","['addicting', 'potato', 'chip', 'calorie', 'one', 'pop', 'rice', 'crispy', 'treat', 'flavor', 'crunch', 'pack', 'room', 'case', 'craving', 'chip', 'flavor', 'package', 'people', 'calorie']",9
109,I had these when in the Phillippines and then when I came had to have some more.  Even though this a large bag we go through these fast in about two weeks.,"['phillippines', 'bag', 'fast', 'week']",9
118,"I am a tuna snob!  This tuna is close in quality to the best tuna I have had and works well for making large qauntities when the best tuna is cost prohibitive.  I mix with cannelini beans, olive oil (generous amount) and chopped red onions for a great meal with greens or bread or both!","['tuna', 'snob', 'tuna', 'tuna', 'qauntities', 'tuna', 'cannelini', 'bean', 'oil', 'onion', 'meal', 'green', 'bread']",9
128,"We recently fell in love with Indian food.  Papads (after quickly toasted in a HOT oven) can be a healthy alternative to potatoe chips.  They are excellent alone or dipped in chip dip.  They are a very thin bread.  When cooked they are brittle and crisp, just like potatoe chips.  However they are baked, not fried and made of chickpea flour which is a little more healthy than potatoe chips.","['love', 'food', 'papads', 'oven', 'alternative', 'chip', 'chip', 'dip', 'bread', 'cooked', 'chip', 'chickpea', 'chip']",9
134,Do you want people to think you ran out to the theater to buy popcorn? This product is great and has that theater taste.,"['people', 'theater', 'theater']",9
164,"We were pleasantly surprised at how good these tasted.  The %DV for sodium is 15, so while not excessive, we limit ourselves to ""one at a time.""","['dv', 'sodium', 'time']",9
165,"and THAT is  the problem. I order these by the case of 12 - and when they are good, which is over half the time they are the BEST kettle chip, THE BEST! and then I get a case of the worse - the potatos are mealy and old so I just throw them out and order again, expensive BUT when they are made with good fresh potatos they are the best - the last case is what prompted me to write this - the potatos were weird - like they were almost sour as in going bad - and I even wrote the company that makes them - SO if you want the BEST kettle chip there is try these and if the ones you get are NOT the best try again! I, myself am done ordering because it is creeping me out that they are using soured potatos and either not noticing or not caring.","['problem', 'case', 'time', 'kettle', 'chip', 'case', 'potato', 'potato', 'case', 'potato', 'company', 'kettle', 'chip', 'one', 'try', 'ordering', 'potato']",9
170,"We tend to eat these straight and/or with hummus as a chip substitute. I've noticed some variation between packages in the texture of the crisps. I prefer them when they're a bit firmer, but they're still nice even when they're softer than I would like.","['hummus', 'chip', 'substitute', 'variation', 'package', 'texture', 'crisp', 'bit']",9
172,"These little things are delicious! I didn't expect much. My wife bought them apparently, and they were just sitting on the kitchen table. She must not have told me about them because she figured I'd eat them all. If that's the case, she's probably right. These things definitely exceeded all my expectations, and were good enough for me to immediately come here and right a review. They do seem pretty pricey here though, but I'm not sure what they run in the stores since I didn't buy them personally.","['thing', 'wife', 'kitchen', 'table', 'case', 'thing', 'expectation', 'review', 'pricey', 'store']",9
173,"I have 5 dogs & Kibbles N' Bits is their favorite. Usually too expensive but the price is low right, 12.30 so I stocked up & bought 4 bags before the price increases again.","['dog', 'kibble', 'bit', 'price', 'bought', 'bag', 'price', 'increase']",9
198,"These chips are greasy and taste burnt-there is grease in the bottom of the bag and the chips are saturated with it (especially at the bottom of the bag. Even if they are trans fat free, they need to be a lot less greasy.","['chip', 'grease', 'bag', 'chip', 'bag', 'trans', 'lot']",9
208,"I got a call from my mother-in-law last night thanking me for her birthday present I ordered here. She thanked me for the surprise and also had to comment how terrible they tasted. She asked me if it was supposed to be a joke on her. I said no and felt bad a 93 year old lady ate some bad jelly beans.  Won't buy again,  Steve Baker","['mother-in-law', 'night', 'surprise', 'joke', 'lady', 'bean', 'baker']",9
212,"I don't know if it was the case of chips we received or what, but everyone we allowed to sample the chips (in a buffet style setting) agreed that these were slightly on the salty side. One person jokingly stated that these would be terrific for melting ice and snow, due to the amount of salt in these.  We had ordered these with the expectations that these would be similar to the Lay's Kettle Mesquite Potato Chips, but these Kettle brands outback bbq chips are the exact opposite.  Sorry folks, we just had better expectations from these chips but they a little on the on the salty side.  We are still looking forward to Amazon finally getting the Lay's Kettle Mesquite Potato Chips in stock. These got a 2 star, because the bbq powder they had used on these were flavorful enough to be unique.","['case', 'chip', 'chip', 'style', 'salty', 'person', 'ice', 'snow', 'salt', 'expectation', 'lay', 'chip', 'kettle', 'brand', 'chip', 'folk', 'expectation', 'chip', 'lay', 'potato', 'chip', 'stock', 'star', 'bbq', 'powder']",9
220,These are fantastic! I've gone through about 20 bags in the last couple months.  Try putting out a bowl of these rather than pretzels or chips.  They've got a hint of saltiness to them so they go great with beer.  The bulk box of 15 bags is also the most economical purchase I've found.,"['bag', 'month', 'bowl', 'pretzel', 'chip', 'hint', 'saltiness', 'beer', 'bulk', 'box', 'bag', 'purchase']",9
224,"This popcorn tastes great. Its so easy, just cut off the top and pour in the contents.  I'll for sure be buying more of this popcorn!","['pour', 'content', 'popcorn']",9
229,"I will definitely order this again. It melts in your mouth. The texture is light. When I brought it to work, the whole bag disappeared in minutes.","['mouth', 'texture', 'bag', 'minute']",9
249,This was the second time I've ordered the 5lbs bag from Amazon. Both times I've gotten the freshest Good & Plenty's I've ever gotten. I get them at the store or at the movies and they are tough even hard. I loved them and thought that's just how they came until I had them soft and chewy. Awesome!,"['time', 'bag', 'time', 'plenty', 'store', 'movie', 'awesome']",9
252,I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance.,"['chip', 'snack', 'work', 'vending', 'machine', 'sustenance']",9
261,"My daughter cannot get enough of these delicious snacks and I have a pretty hard time telling her no since they are made of nothing but pure, organic, pureed fruits!  The packaging is fantastic to toss into your bag for on the go too.  All the flavors are great and if you want to try them before committing to a bulk amount Starbucks now carries the line in-store.  ;)","['daughter', 'snack', 'time', 'pure', 'pureed', 'packaging', 'bag', 'flavor', 'bulk', 'starbucks', 'line', 'in-store']",9
269,"I tried to ""cook"" 6 different bags of these.  Only a fraction of product ""popped up"".  The ones that managed to pop tasted overly salty and had an unusual flavor.  Unfortunately, they were not returnable, so the rest will be going to the trash.  Waste of $$$.","['bag', 'fraction', 'one', 'salty', 'flavor', 'rest', 'waste']",9
270,"I got them in a clear plastic bag, but how do you think they look before they are packaged?  They were fresh and salty.  yummy","['plastic', 'bag', 'salty', 'yummy']",9
280,"These are perhaps the worst chips that have ever gone into my mouth.  For my entire life Sour Cream & Onion (and in this case ""& Chive"") chips were my favorite. Recently Kettle brand Honey Dijon Mustard took that slot. So when I found out they had sour cream & onion I just had to try them.  As soon as I opened the bag the chips smelled of powdered milk. And indeed each chip is coated with a powdered sour cream that is just awful. It tastes like rancid milk. Not just sour, but like sour cream that when rancid. The powdery texture is also extremely unappealing. I basically hated these chips. I would not recommend these chips to anyone unless they had a particular affinity for a powdery, chalky texture on a chip, with a rancid (and onion flavor) and I have a hard time believing that person exists.  I plan on contacting Kettle and sharing my thoughts with them. Hopefully they'll reassess the seasoning on these otherwise wonderful kettle style chips.","['chip', 'mouth', 'life', 'cream', 'onion', 'case', 'chip', 'brand', 'honey', 'dijon', 'mustard', 'slot', 'cream', 'onion', 'bag', 'chip', 'milk', 'chip', 'cream', 'rancid', 'milk', 'cream', 'powdery', 'texture', 'chip', 'chip', 'affinity', 'powdery', 'chalky', 'texture', 'chip', 'rancid', 'onion', 'flavor', 'time', 'person', 'exists', 'kettle', 'thought', 'seasoning', 'style', 'chip']",9
307,"You'll either like this double-salted licorice - and, indeed, other salted licorice available on Amazon - or you'll detest it. The reviews on this and other licorice products attest to this polarity among reviewers. It's an acquired taste that, once acquired, proves to be somewhat addictive.  I have only recently become acquainted with salted licorice. I actually prefer the normal salted variety, although the salty kick - from ammonium salts rather that sodium chloride - is very strong and strangely satisfying in these double-salt rounds.  I would advise anybody who is thinking of trying salted licorice to seek out a small pack of the stuff first of all. If you like it, go ahead and order one of the regular-salted  Kraepelien & Holm Farm Salt Licorice, 2.2-Pound Bags (Pack of 3)  available on Amazon, making sure to take advantage of the subscription offer. Otherwise, you risk wasting your money on something you may consider inedible.","['licorice', 'review', 'licorice', 'product', 'polarity', 'reviewer', 'prof', 'licorice', 'variety', 'salty', 'kick', 'ammonium', 'salt', 'sodium', 'chloride', 'round', 'anybody', 'licorice', 'pack', 'stuff', 'kraepelien', 'holm', 'farm', 'salt', 'bag', 'pack', 'making', 'advantage', 'subscription', 'money']",9
310,I think this is what salt is supposed to taste like. Mild and not biting ~ it gives food a more subtle flavoring. Very nice.,"['salt', 'mild', 'food']",9
314,"Great portion control, nice that you dont have to keep it in the fridge or freezer. I'm reordering some right now :)","['portion', 'control', 'fridge', 'freezer', 'right']",9
319,I absolutely love this product!!!  I used to buy these at Trader Joes and have not been able to find them anywhere!  So happy to have found them again.,"['trader', 'joes']",9
347,"Very welcome addition to the kitchen cupboard...these USDA organic small black lentils Westbrae Brand come packed to the top in a 15-ounce can and are ready to eat. The ingredients are water, organic black lentils, and sea salt.  Nutrition info is: Servings per container: 3.5 Serving size: 1/2 cup (or 130 grams) Calories per serving:  90 Fat (trans, saturated) 00. Zero Cholesterol: 0.  Zero Sodium: 125 milligrams Total carb: 16 grams Dietary fiber:  8 grams Sugars: 1 gram Protein:7 grams Since Beluga black lentils are said to have a higher protein content (24 grams per serving?)You can see that these small black lentils are different from Beluga... I was glad to see that nice blue label on the website  for Heirloom Beluga lentils, glad to learn about them and would like to order them.  What I received from this webpage was small black lentils, not Beluga.  Instead of belugas,I received Vegetarian organic black lentils.  Not that I'm sorry about it; the can label has a wonderful recipe for soup, and a vegetarian diet pyramid for nutrition.  These small black organic lentils are delicious and nourishing.  I recommend them to you to try, and I'd like an opportunity to order and try the Heirloom Beluga lentils as well sometime.  You'll like the small organic black lentils, many ways to serve them.","['addition', 'kitchen', 'cupboard', 'organic', 'lentil', 'brand', 'come', 'ingredient', 'water', 'lentil', 'sea', 'salt', 'nutrition', 'info', 'serving', 'container', 'size', 'cup', 'calorie', 'trans', 'cholesterol', 'sodium', 'milligram', 'gram', 'sugar', 'gram', 'beluga', 'lentil', 'protein', 'gram', 'lentil', 'beluga', 'blue', 'label', 'website', 'heirloom', 'beluga', 'webpage', 'beluga', 'recipe', 'soup', 'diet', 'pyramid', 'nutrition', 'lentil', 'opportunity', 'heirloom', 'beluga', 'lentil', 'way']",9
349,"I received my shipment today, and tried to microwave four bags using different time settings. Only one or two out of each bag microwave correctly. I even put the unpopped on a plate as someone suggested and nothing. I carefully followed directions for each bag. If I could rate this, a zero I would.","['shipment', 'today', 'bag', 'time', 'setting', 'bag', 'unpopped', 'plate', 'direction', 'bag', 'rate', 'zero']",9
351,You can buy the same bag of chocolate at any Michaels store for $2.99.  I got a ton of bags on sale for $1.99 there!  Don't waste your money or your time waiting for this bag,"['bag', 'chocolate', 'michael', 'ton', 'bag', 'sale', 'money', 'time', 'bag']",9
354,I'm on a low sodium diet and this still has plenty of taste without salt,"['sodium', 'diet', 'plenty', 'salt']",9
367,"Excellent Product!  Great taste!  Perfect portion!  Only 100 calories in a bag.  I microwave it for 1:30 and it comes out perfect each time.  Fills a medium tupperware bowl.  And it was an very good value!  Only $8.98 for 3 boxes, shipped! ONLY 30 cents for each bag!","['portion', 'bag', 'time', 'medium', 'tupperware', 'bowl', 'value', 'box', 'cent', 'bag']",9
393,"The only flavor we could stand was the barbecue (which was the reason we purchased them in the first place)!  I had to give the others away!!!  I won't be buying this again for lunches although the size/packaging was great.  I just wish the other flavors tasted better (plain, salt, pepper, etc., weren't really kid-friendly).","['flavor', 'barbecue', 'reason', 'place', 'lunch', 'flavor', 'plain', 'pepper']",9
397,"I've heard about these chips for a while now and thought they would be a good alternative to regular chips. I couldn't eat them though, they just don't taste good to me personally. My grandmother loved them though and I gave the rest to her.","['chip', 'alternative', 'chip', 'grandmother', 'rest']",9
406,"I like almost everything about this jerky, the toughness and chewiness. But it is just too salty. If you nibble it, you may enjoy it but that is not how i eat. Also, it is not good for my health to eat something this salty. I have run into too many of salty beef jerky patches recently. This review is for the wood smoked, but if other flavors contains the same amount of salt per serving, they will be just as salty. Why everything is either too fatty, sweet or salty??? Are they trying to get us addicted?","['jerky', 'toughness', 'chewiness', 'eat', 'health', 'salty', 'salty', 'beef', 'jerky', 'patch', 'review', 'wood', 'flavor', 'salt', 'salty', 'salty']",9
411,too much MSG gives it a nasty salty after taste.  i basically gave them away.,"['msg', 'salty']",9
412,"Whenever people eat roasted veggies at my house, they ask what I use to season vegetables.  Olde Thompson Callifornia Garlic Sea Salt is a favorite.  The grinder is excellent. It gives any dish that extra zing.  Never tastes salty, just better.  Try it.  You'll love it!!","['people', 'veggie', 'house', 'season', 'vegetable', 'callifornia', 'sea', 'salt', 'grinder', 'dish', 'salty']",9
418,"I liked the flavor and texture of the tortillas.  They are not spicy, but the taste is not bland because of the olives. The chips are small and the serving size in the bag is just enough for a quick, satisfying snack.","['flavor', 'texture', 'tortilla', 'olive', 'chip', 'size', 'bag', 'satisfying', 'snack']",9
442,This Nori is a true bargain! 10 sheets of Nori at local grocery stores ran for as much as 1$ per sheet. 50 sheets at less than $10 is hard to beat. Really glad I got this as I am now making sushi several times a week!,"['nori', 'bargain', 'sheet', 'nori', 'grocery', 'store', 'sheet', 'sheet', 'time', 'week']",9
457,"I recently purchased this product and got a chance to try it out on some freshly popped popcorn. I was surprised this was so tasty! It has a mildly tangy white cheddar flavor, that's not too overpowering. This makes it easty to create a flavorful, savory snack without the extra calories. (As compared to potato chips or cheese crackers, for instance.) I hope to try the other flavors really soon.","['chance', 'popcorn', 'cheddar', 'flavor', 'savory', 'snack', 'calorie', 'chip', 'cracker', 'instance', 'flavor']",9
458,the flakes are like eating twigs and straw I contacted company and they said would send coupons to replace my product but I never got any thing in the mail ever,"['flake', 'twig', 'company', 'coupon', 'thing', 'mail']",9
481,I couldn't find kettle corn popcorn in any stores other than three small bags in a box. I am very pleased to be able to buy a large batch and for such a good price. I have bought three different orders of this and will continue to do so.,"['corn', 'popcorn', 'store', 'bag', 'box', 'batch', 'price', 'order']",9
506,"I really love Kettle brand chips, but these are rather disappointing. There is very little sour cream or onion flavor.","['kettle', 'brand', 'chip', 'cream', 'onion', 'flavor']",9
513,"Not what I expected at all, there is no punch to these chips like I thought there would be. Not spicy or hot but rather just disgusting. The flavor is off and the after taste is god awful. I ate one corn chip and decided I did not care for them so I ate something else to get the flavor of poop out of my mouth, because that is what these chips taste like, and I can still taste these poo chips.  I will not be buying these chips again at all.  There blue corn chips are really great, but the so called red powder they put on these is just so off.","['punch', 'chip', 'flavor', 'corn', 'chip', 'flavor', 'poop', 'mouth', 'chip', 'chip', 'chip', 'corn', 'chip', 'powder']",9
515,"Update: Was great at less than $6 with subscribe and save. Now, it's 16.99? Holy heck! No way!  One of the few crunchy cookies that taste homemade. So much better than Chips Ahoy, you'll completely forget about them. No yucky after taste like Chips Ahoy. Plenty of chocolate chips made with real chocolate. Gasp. I love the mini size. Perfect for putting a few in a condiment bowl and covering with milk. My secret midnight snack, every now and then, of course. Comes in a huge 40 oz. bag that will last my family of 6 for a month. Hence, I set this up for monthly delivery and at their subscribe rate, who can beat that?","['update', 'subscribe', 'way', 'crunchy', 'cooky', 'chip', 'yucky', 'chip', 'plenty', 'chocolate', 'chip', 'chocolate', 'gasp', 'mini', 'size', 'perfect', 'condiment', 'bowl', 'milk', 'midnight', 'snack', 'course', 'oz', 'bag', 'family', 'delivery', 'subscribe', 'rate']",9
536,"I don't know why everyone loves these chips. They are healthy but taste disgusting. Only the original flavor tasted good, so getting the variety pack was a very bad idea. I would not buy this again and would rather go with baked chips than these. Pirate's Booty makes popped chips that are way better.","['chip', 'flavor', 'variety', 'pack', 'idea', 'chip', 'booty', 'chip', 'way']",9
546,It took a while to get used to these chips but they are pretty good and more healthy for you. They sure were eaten all up by my family and friends.,"['chip', 'family', 'friend']",9
554,"It's hard to rate and review a Cheez-It.  If you like the white cheddar or monterey jack kind, then you'll like this one too.  These are just a little bit milder.","['rate', 'cheddar', 'jack', 'kind', 'bit', 'milder']",9
566,"Popchips don't taste like a lot of the other lowfat salty snack options.  They are light in taste and big on crunch.  Great alternative to potato chips.  I'm not a fan of the BBQ flavor but I do like the sea salt & vinegar, salt & pepper alot and sour cream and onion.  Like the individual bags - perfect for on the go and lunches.","['popchips', 'lot', 'lowfat', 'salty', 'snack', 'option', 'crunch', 'chip', 'fan', 'bbq', 'flavor', 'sea', 'salt', 'vinegar', 'alot', 'cream', 'onion', 'individual', 'bag', 'lunch']",9
567,I order this tuna for my daugter who is in Afganastan every few months.  She loves it!!  They are limited what is available to eat and this usually makes her day.,"['tuna', 'daugter', 'month']",9
600,The packaging was intact and all but when I opened the box I found that the greenies were stuck together and wouldn't break apart (even when I tried smashing them against the concrete). At some point they must have been moist that they had become so cemented together.  It is a struggle trying to pull one at a time out of the bag and they break apart. Not exactly what I wanted.,"['packaging', 'box', 'greenies', 'concrete', 'point', 'struggle', 'time', 'bag']",9
609,"While these are expensive for the calories, they are one of few foods that can actually be eaten before strenuous exercises such as biking. I also like these at 2am when I am rolling out of my sleeping bag to summit a mountain. Very tasty indeed.","['calorie', 'food', 'exercise', 'biking', 'bag', 'mountain']",9
660,"Usually, healthy food is hard to swallow. Not these, fresh, crunchy, delicious pumpkin seeds. I switched from potato chips and my wife tells me they are good for the prostate. What do I know? I'm taking her word for it.","['food', 'crunchy', 'pumpkin', 'seed', 'potato', 'chip', 'wife', 'tell', 'prostate', 'word']",9
668,forget cheetos! these are the best ever!  same price (or less if on sale) and better for you.  I could eat a bag by myself but the kids beat me to it!,"['cheetos', 'price', 'sale', 'bag', 'kid']",9
679,A good tasting light chip that has some value in nutrition.  Everyone get the munchies....is this is a good alternative to eating potato chips!,"['tasting', 'chip', 'value', 'nutrition', 'munchies', 'alternative', 'potato', 'chip']",9
695,"The popcorn salt was an added, tasty treat to homemade popcorn...thanks for the prompt shipment.","['salt', 'treat', 'thanks', 'shipment']",9
696,These pistachios are a ton better than you can get at Trader Joe's. High quality and great taste.,"['pistachio', 'ton', 'trader', 'joe']",9
710,"We made this and it was light, easy to make and great with chips and vegetables.  I purchased 20 for neighbors and friends for the hollidays","['chip', 'vegetable', 'neighbor', 'friend', 'hollidays']",9
714,"I was excited about these and had organized a whole event for my fiancee's birthday around these tablets. Placed an order well in advance, namely 3 weeks in advance.  After two weeks of waiting, I received a notification that my order was being cancelled for some mysterious as yet to be determined problem. The email attempted to spread the blame between Amazon, its supplier and some mysterious unknown factor, ultimately taking no real responsibility for the blunder.  Color me frustrated and confused because while they said they are stopping all orders for the time being, their company website still shows the product in stock and ready for orders.  This to say the least was very disappointing and more so because the company's response was very wishy washy and lame. In my experience, when a company screws up (mind you it wasn't just my order, it was a whole slew of orders that got cancelled) they should own up and take responsibility thereby showing some integrity, rather than mutter some indecipherable mumbo jumbo that does nothing to explain nor solve the customers problem.","['event', 'fiancee', 'birthday', 'tablet', 'advance', 'week', 'advance', 'week', 'notification', 'problem', 'email', 'blame', 'supplier', 'factor', 'responsibility', 'blunder', 'color', 'order', 'time', 'company', 'website', 'stock', 'ready', 'order', 'company', 'response', 'washy', 'lame', 'experience', 'company', 'mind', 'slew', 'order', 'responsibility', 'integrity', 'jumbo', 'customer', 'problem']",9
716,These really are good I gave some to other people and they liked them too. The plain flavored ones take well to using them as scoops for your own dip or salsa. When eating the BBq flavored ones brings back memories of yester years when I would eat BBq pork skins while riding in the back of the truck on the range. I think the pepper ones could use more pepper but they are all still good and make a good snack or side dish to lunch at 100 Cal per pack.,"['people', 'plain', 'one', 'scoop', 'dip', 'salsa', 'bbq', 'one', 'brings', 'memory', 'yester', 'year', 'pork', 'skin', 'truck', 'range', 'pepper', 'one', 'pepper', 'snack', 'dish', 'lunch', 'pack']",9
719,"I dont know if I believe this tea is helpful for losing weight, but it tastes great and its a wonderful alternative to soda...which is the reason I bought it.","['dont', 'tea', 'weight', 'alternative', 'reason']",9
723,I was first turned onto this product from a review from Cook's Illustrated whose American Test Kitchen rated them the best tasting.  They are absolutely the best tasting.  They cost more but it is worth it for the end result.  And they're organic to boot.,"['review', 'cook', 'test', 'kitchen', 'tasting', 'tasting', 'end', 'result']",9
731,It's great for making popcorn in my Stir Crazy popper. We bought it because it's suppose to be really good for you. I'll let you know in 50 years if it made me live longer.,"['popcorn', 'stir', 'year']",9
746,It was bad before we open them. I saw them when we got. I did open. It had some spot green color. I did not know what it was. I was very upset. Do not buy this product.,"['spot', 'color']",9
752,I know others like salt more than I do but I am not on a salt free diet or anything like that.  I love sausage but this was way too salty for my taste.,"['salt', 'diet', 'sausage', 'way', 'salty']",9
753,"I am not happy about writing this review. I had very high expectations from both the name and the high praise given by the other reviewers. I was at once concerned, however, based on the weak aroma at first opening. And, these initial concerns were confirmed at first use... little flavor here. I have found a home recipe based off of the ingredient list with stuff from my spice rack produces a much better result.  Beef Rub: Brown sugar, sea salt, paprika, chille, rosemary, fresh garlic, chipotle powder, cumin, and McCormick Montreal Steak Seasoning.  Chicken Rub: Brown sugar, paprika, sea salt, chille, McCormick Montreal Chicken Seasoning, curry, garlic, cinnamon, and Chinese Five Spices.","['review', 'expectation', 'praise', 'reviewer', 'aroma', 'opening', 'concern', 'use', 'flavor', 'home', 'recipe', 'list', 'stuff', 'spice', 'rack', 'result', 'beef', 'rub', 'brown', 'sugar', 'sea', 'salt', 'chille', 'chipotle', 'powder', 'cumin', 'montreal', 'steak', 'rub', 'brown', 'sugar', 'sea', 'salt', 'montreal', 'chicken', 'cinnamon', 'spice']",9
754,I mix it with apple juice and throw a cup of honey nut cheerios into a blender with it and it taste fantastic. Love the product and planning on buying the 3 pound bag every time I run out!,"['apple', 'juice', 'cup', 'honey', 'nut', 'cheerio', 'blender', 'planning', 'pound', 'bag', 'time']",9
762,"I love eating these apple chips.  I tried ""Good Health Original Apple Crisps"" (these are the ones in the Fuji Apple salad sold at Panera Bread) and while yummy, they are fried and have more calories.  This particular variety by Bare Fruit is baked and has less than 60cal/serving so I consider this a win-win.","['apple', 'chip', 'health', 'apple', 'crisp', 'one', 'fuji', 'apple', 'salad', 'panera', 'bread', 'yummy', 'calorie', 'variety', 'bare', 'fruit']",9
766,This dressing is awesome! It's very tasty and not so full of chemical ingredients as other dressings. We wish we would have discovered it earlier.,"['dressing', 'ingredient', 'dressing']",9
779,Simply put these packets are easy to use and yield a good result when you want Indian in a pinch. I modified the recipe on the packet by adding chopped onion and some leftover roasted potatoes making the result more of a complete meal.  The salt content is a little high but overall the quality is excellent for a concentrate.,"['packet', 'result', 'pinch', 'recipe', 'packet', 'onion', 'leftover', 'potato', 'result', 'meal', 'salt', 'content', 'concentrate']",9
786,"So I bought these when I saw a great deal on deals.woot.com about a coupon they had and I had seen them in stores a few times but never took the plunge.  These are tasty, although sometimes a little hard for my taste, and a little higher in calories than I would like in a snack (200 calories per bag)  But, it does satifsy my sweet tooth nicely and is much better than candy or a donut, and easy to tuck in my gym bag or desk drawer. The single size is nice because it's easier to do portion control than counting out chips into a plastic baggie.  Still on the fence if I would order again, but that's because of calories, not taste. Taste is great!","['deal', 'coupon', 'store', 'time', 'plunge', 'calorie', 'snack', 'calorie', 'bag', 'candy', 'donut', 'gym', 'bag', 'desk', 'size', 'portion', 'control', 'chip', 'plastic', 'baggie', 'fence', 'calorie']",9
795,"Just ordered my 2nd bag from this company. Wish the bag wasn't so flimsy - I had to double bag it after opening- but other than that, excellent quality seeds and very prompt delivery.","['bag', 'company', 'bag', 'bag', 'seed', 'delivery']",9
804,"I love popcorn.  We have popcorn about 4 nights a week. I started out looking for popcorn on the cob as I had that this year and it was lovely, and then stumbled upon India Tree.  It's the closest that I can find to the dried on the cob popcorn and I love it. It is so fresh and natural tasting.  I've been using it for several months and ran out the other day and had to use a popular store brand.  Though the kernals popped up larger, the taste was stale and processed...not to mention, the India Tree popcorn is actually cheaper than the store brand.  I'm placing my order for more India Tree right now!","['popcorn', 'night', 'week', 'popcorn', 'cob', 'tree', 'cob', 'popcorn', 'tasting', 'month', 'store', 'brand', 'kernals', 'india', 'tree', 'popcorn', 'store', 'brand', 'tree']",9
