,Text,Tokens,Labelled_topic
266,"This was not what I expected. It is very sweet with bits of candied orange rind and garlic but I really did not notice any chili. With chili in the title, I expected some heat but there was none.  Definitely needs heat.","['sweet', 'bit', 'candied', 'orange', 'rind', 'garlic', 'chili', 'chili', 'title', 'heat', 'heat']",2
274,These are tasty.  Great Strawberry flavor.  Nice and crisp and only 100 calories.  I buy these on the subscription plan to save even more money.  I even ship these to my daughters!,"['strawberry', 'flavor', 'crisp', 'calorie', 'subscription', 'plan', 'money', 'daughter']",2
325,"These cherries arrived promptly, taste great, and were completely as advertised.  We broke the package down into smaller quantities and froze them.  Would buy again, and will when the need arises.","['cherry', 'package', 'smaller', 'quantity', 'need', 'arises']",2
345,I love this soup. Very hard to find in Florida. Thank You Amazon for stocking it,"['soup', 'hard', 'florida', 'thank']",2
352,These are incredibly good. I can't seem to keep a package of these around very long. My family and friends seem to get to them if I don't.,"['package', 'long', 'family', 'friend']",2
360,"These were really tasty, some might even say habit forming. The only thing is that they are a little expensive. My family loved them so I'll likely purchase them again.","['habit', 'thing', 'little', 'expensive', 'family', 'likely', 'purchase']",2
382,"Over the years, this chili powder has gotten harder to find. It has been a staple of our family's chili for decades, and I am very glad to be able to still purchase it. It has a perfect blend of seasonings that requires nothing more than ground beef, onions, and tomato soup to make an outstanding bowl of chili.   Williams Chili Seasoning Bulk Mix 18 oz","['year', 'chili', 'powder', 'harder', 'staple', 'family', 'chili', 'decade', 'glad', 'able', 'perfect', 'blend', 'seasoning', 'ground', 'beef', 'onion', 'tomato', 'soup', 'outstanding', 'bowl', 'chili', 'williams', 'bulk', 'mix', 'oz']",2
387,I bought this item for my granddaughter's birthday.  Thought by the info that it would be more creative and crafty.  It turned out to be mostly candy.  Not worth the price at all.  The box looked nice and attractive except for one corner being severly dented.  Consequently their packageing also needs some work.,"['item', 'granddaughter', 'birthday', 'info', 'creative', 'candy', 'price', 'box', 'attractive', 'corner', 'packageing', 'work']",2
398,"I've tried other root beer popsicles before, but they were not as close to being as good as A&W's. It was very easy. I just put them in the freezer, and then after dinner my family eats them.","['root', 'beer', 'popsicle', 'w', 'easy', 'freezer', 'dinner', 'family']",2
479,I'm constantly using the glaze on everything and I really do like the taste and consistency. I was trying to find a replacement for the glaze Williams and Sonoma sells and this happened to be very close and for a better price.,"['glaze', 'consistency', 'replacement', 'glaze', 'williams', 'sonoma', 'close', 'better', 'price']",2
494,"I thought it was an excellent product and plan on ordering it again.  A little sooner than I anticipated because some mice got into it.  I finally decided t poison the mice, they had gone too far!","['excellent', 'plan', 'little', 'sooner', 'mouse', 't', 'poison', 'mouse']",2
527,"I will admit, the Icicle does allow you to plug any mic with an XLR jack to your computer using a USB jack. It does indeed provide phantom power to condenser mics and it will deliver a signal to your recording software.  Beyond that, the usefulness depends on your mic and what you consider an acceptable recording level.  I tried this with an AKG 200, BLUE enCORE 200 and an AKG 4500. All deliver very nice sound when used in a conventional recording chain. I could barely get an audible record level yelling into the enCORE 200, my staple for location voice recording. Normally, I plug the enCORE directly into a digital audio recorder with an XLR cable. No mic preamp, no phantom power, no EQ, and I get a good clean clear sound level near the peak of input level.  This is one very disappointing product. If you route your mic through a preamp, then put the Icicle between the preamp and the USB input of your computer, you can get a decent record level, but that extra equipment is what this light weight gadget is supposed to avoid. Personally, I think you might be better off getting a decent channel strip* or mic preamp and an XLR to to mini jack to go between the channel strip and your computer input and forget the Icicle altogether.  BLUE makes some great products, but this is not one of their better ones.  *For those that don't know, Channel Strips combine several pieces of equipment into one box: typically a mic preamp and a compressor. Higher end units add some EQ capability as well or have other options.","['icicle', 'mic', 'xlr', 'jack', 'computer', 'usb', 'jack', 'phantom', 'power', 'mics', 'signal', 'software', 'usefulness', 'mic', 'acceptable', 'level', 'akg', 'blue', 'encore', 'akg', 'sound', 'conventional', 'recording', 'chain', 'audible', 'record', 'level', 'encore', 'staple', 'location', 'voice', 'encore', 'digital', 'audio', 'recorder', 'xlr', 'cable', 'mic', 'preamp', 'phantom', 'power', 'eq', 'clean', 'clear', 'sound', 'level', 'peak', 'input', 'level', 'disappointing', 'mic', 'preamp', 'icicle', 'preamp', 'usb', 'input', 'computer', 'decent', 'record', 'level', 'extra', 'equipment', 'light', 'weight', 'gadget', 'better', 'decent', 'channel', 'strip', 'mic', 'preamp', 'xlr', 'jack', 'channel', 'strip', 'computer', 'input', 'icicle', 'blue', 'product', 'better', 'one', 'channel', 'combine', 'piece', 'equipment', 'box', 'mic', 'preamp', 'compressor', 'higher', 'end', 'unit', 'eq', 'capability', 'option']",2
531,"I have been a marzipan fanatic for over 55 years. While there are finer and fancier marzipans, in my opinion, for the money, this is a very nice, dependable product. I buy a 5 pound wedge every year, and make candy gifts for family and friends, and always get compliments and cheers. If you are a serious gourmet, you might not care for it, but for most people, for general use, it is quite nice.","['fanatic', 'year', 'finer', 'fancier', 'marzipan', 'opinion', 'money', 'dependable', 'pound', 'wedge', 'candy', 'gift', 'family', 'friend', 'compliment', 'cheer', 'gourmet', 'people', 'general', 'use', 'quite']",2
546,It took a while to get used to these chips but they are pretty good and more healthy for you. They sure were eaten all up by my family and friends.,"['chip', 'healthy', 'family', 'friend']",2
562,"so much less expensive than other brands.  not very informative packaging, though, and who knows if it's organic or what.  a little clumpy.  but hey - as far as having no-sugar staples in the house, you can't beat the price!","['expensive', 'brand', 'informative', 'packaging', 'little', 'clumpy', 'hey', 'no-sugar', 'staple', 'house', 'price']",2
585,"This Honey Granules is tasty and a welcome alternative to Cane Sugar. I use it in my morning oats (steel cut oats), Bird's custard and Tea. One or two teaspoonfuls go a long way. It is better stored in the refrigerator. Consider it in place of over-processed store bought cane sugar.","['honey', 'welcome', 'alternative', 'sugar', 'morning', 'oat', 'steel', 'cut', 'oat', 'custard', 'teaspoonful', 'long', 'way', 'refrigerator', 'place', 'over-processed', 'store', 'cane', 'sugar']",2
588,fantastic!you can not beat this taste and you can not resist to it only one if you are spice lover,"['fantastic', 'spice', 'lover']",2
623,"This was a good purchase. Tastes good, pretty colors.  Seems to go a long way.  I used at a family reunion with a bunch of kids and they raved about it.  I hope what was not used holds up for next year.  I put it away so as not to be tempted.  Very happy.","['purchase', 'taste', 'pretty', 'color', 'long', 'way', 'family', 'reunion', 'bunch', 'kid', 'happy']",2
628,"This power really gets me ready to workout without making me jittery. I do find that I can workout a little harder, longer without feeling exhausted. Love the taste, too.","['power', 'ready', 'jittery', 'little', 'harder']",2
696,These pistachios are a ton better than you can get at Trader Joe's. High quality and great taste.,"['pistachio', 'ton', 'better', 'trader', 'joe', 'high']",2
753,"I am not happy about writing this review. I had very high expectations from both the name and the high praise given by the other reviewers. I was at once concerned, however, based on the weak aroma at first opening. And, these initial concerns were confirmed at first use... little flavor here. I have found a home recipe based off of the ingredient list with stuff from my spice rack produces a much better result.  Beef Rub: Brown sugar, sea salt, paprika, chille, rosemary, fresh garlic, chipotle powder, cumin, and McCormick Montreal Steak Seasoning.  Chicken Rub: Brown sugar, paprika, sea salt, chille, McCormick Montreal Chicken Seasoning, curry, garlic, cinnamon, and Chinese Five Spices.","['happy', 'review', 'high', 'expectation', 'high', 'praise', 'reviewer', 'weak', 'aroma', 'opening', 'initial', 'concern', 'use', 'little', 'flavor', 'home', 'recipe', 'ingredient', 'list', 'stuff', 'spice', 'rack', 'result', 'beef', 'rub', 'brown', 'sugar', 'sea', 'salt', 'chille', 'rosemary', 'fresh', 'garlic', 'chipotle', 'powder', 'cumin', 'mccormick', 'montreal', 'steak', 'chicken', 'rub', 'brown', 'sugar', 'sea', 'salt', 'mccormick', 'montreal', 'chicken', 'curry', 'garlic', 'cinnamon', 'chinese', 'spice']",2
791,Did not like flavor.  Left significant residue in cup and flow was limited into cup.  Tried 2 and plan to return.  Very disappointing,"['flavor', 'significant', 'residue', 'cup', 'flow', 'cup', 'plan', 'disappointing']",2
792,Found this to be an excellent product for making cherry limeades to flavoring yogurt!  Have made this one of my pantry staples!,"['excellent', 'cherry', 'limeade', 'yogurt', 'pantry', 'staple']",2
810,"I first found this product in the checkout lines at Austrian groceries. When I returned back to the US, I ordered this from Amazon to share with co-workers.  They are espresso-filled chocolates and are quite good.  I had to warn co-workers to put the entire thing in their mouth, because the espresso is liquid and will drip out if you bite.  My colleagues snapped them up quickly and we were energized for the rest of the day!  I had to hide them from my 6 year old because she liked them, too, and would climb anywhere to find them.  She already has enough energy.","['checkout', 'line', 'austrian', 'grocery', 'share', 'co-worker', 'espresso-filled', 'chocolate', 'co-worker', 'entire', 'thing', 'mouth', 'espresso', 'liquid', 'colleague', 'rest', 'old', 'energy']",2
845,"I grew up in an Italian household and this was the only pasta my father would cook with. It was always available in the grocery store on the east coast when I lived there. I rarely see it where I live now in the mid west. When I do it is outrageously priced and a very limited selection.  I love this pasta and ordering it online is cheaper and easier than going out to the store. I also use subscribe and save which reduces the price even more and there is no shipping cost. It is a staple in our house.  The quality is excellent.  Cooked as directed the pasta holds its form and texture.  It doesn't become mushy or fall apart.  Even if you like your pasta soft and not ""Al Dente"" it holds in shape.","['italian', 'household', 'pasta', 'father', 'available', 'grocery', 'store', 'east', 'coast', 'mid', 'west', 'limited', 'selection', 'pasta', 'cheaper', 'easier', 'store', 'subscribe', 'price', 'cost', 'staple', 'house', 'excellent', 'pasta', 'form', 'texture', 'mushy', 'fall', 'pasta', 'soft', 'shape']",2
852,"This was a very easy curry paste to use and it came out very close to what you get at restaurants.  All I added was butter, chicken and water.  I made 3 servings with one packet of paste but I think if I had more chicken, I could have made 4 servings.","['easy', 'curry', 'paste', 'restaurant', 'water', 'serving', 'packet', 'paste', 'chicken', 'serving']",2
874,"this paste is actually what first got me into thai curry, at the time i loved it, made it all the time, then i discovered a better brand of curry paste, hand brand curry paste, premium stuff, amazon doesn't sell :(, hint to amazon, stock it, but you can get it at [...], its based in seattle and they import everything from thailand, the flavor of hands brand is so much better the mae ploy, a huge difference, i went back to mae ploy after having hand brand and i didnt even finish my meal, very bland, boring by comparison, also as a side note, these are very small containers, i was used to buy the large ones at my local asian store, these are like 1/4 the size of those ones. not a good deal if you can find it locally.","['paste', 'thai', 'curry', 'time', 'time', 'better', 'brand', 'curry', 'paste', 'hand', 'brand', 'curry', 'paste', 'premium', 'stuff', 'hint', 'stock', 'seattle', 'thailand', 'flavor', 'hand', 'brand', 'better', 'mae', 'ploy', 'huge', 'difference', 'ploy', 'hand', 'brand', 'finish', 'meal', 'comparison', 'note', 'small', 'container', 'large', 'one', 'local', 'asian', 'store', 'size', 'one', 'deal']",2
899,"I was glad to find this for sale on Amazon.  We used to buy another brand of quinoa but we moved and can't find it in our area. Everyone in our family loves it.  Cooks just like rice, but has it's own flavor and very healthful.","['glad', 'sale', 'brand', 'quinoa', 'area', 'family', 'like', 'rice', 'flavor', 'healthful']",2
901,I prefer the Saucettes but as they appear to be no longer available I tried these and have come to enjoy them just as much. These have a little better flavor but the Saucettes had a better texture. These taste much better than meat.,"['saucettes', 'available', 'little', 'better', 'flavor', 'saucettes', 'better', 'texture', 'better', 'meat']",2
929,"I got this item as a little gift to my little sister who loves Japan. She, my brother, mother, and I tried it and it tasted great.","['item', 'little', 'gift', 'little', 'sister', 'japan', 'brother', 'mother']",2
967,"We purchased the pretzels to make chocolate covered wedding favors for our guests. The pretzels would not have been bad for anything else, but there were way too many broken ones... we would have had to buy five more barrels. My only complaint now is that we shipped them back over a month ago and still haven't received our refund!","['pretzel', 'chocolate', 'wedding', 'favor', 'guest', 'pretzel', 'bad', 'way', 'broken', 'one', 'barrel', 'complaint', 'refund']",2
987,"I just received these as a birthday gift from my sister.  The strawberries were perfectly fresh, juicy, and sweet.  They were dipped perfectly and completely coated in delicious chocolate.  I was SO impressed!  She ordered them yesterday and I received them today.  They came nicely wrapped with birthday ribbon and packaged with a ""freezer"" or cold pak.  Again, I would highly recommend these as a delicious treat.  They are expensive, but well worth the SPECIAL treat for someone!","['birthday', 'gift', 'sister', 'strawberry', 'fresh', 'juicy', 'sweet', 'delicious', 'chocolate', 'impressed', 'yesterday', 'today', 'birthday', 'ribbon', 'freezer', 'cold', 'pak', 'delicious', 'treat', 'expensive', 'special', 'treat']",2
996,The plant arrived dead.  It cost as much to ship.  I did not want to hassle with any kind of return.  I should know better than to buy a plant on line.,"['plant', 'dead', 'kind', 'return', 'better', 'plant', 'line']",2
1015,I bought these for my son to take to work for lunch. Apparently his co-workers found the smell so offensive they asked him not to eat it at work again. Maybe it was a bad batch...,"['son', 'lunch', 'co-worker', 'smell', 'offensive', 'work', 'bad', 'batch']",2
1016,"Even with the tips shared on how to open it, it's still pretty difficult to open.  I guess I have weak hands. My husband usually has to open it for me, and even he doesn't do it with ease.  I would recommend getting the larger Prepara herb savor instead of the pod.  It's much easier to open and can hold more.  I could hardly fit any cilantro in the pod (considering that the grocery sells them in such large bunches and I only use half).","['tip', 'difficult', 'guess', 'weak', 'hand', 'husband', 'ease', 'larger', 'prepara', 'herb', 'savor', 'pod', 'easier', 'cilantro', 'pod', 'grocery', 'large', 'bunch', 'half']",2
1021,"These are the best lollipops I've ever had!  Sadly, they are not available via Amazon directly at the moment, so no ""guaranteed"" flavor ratios.  The bag I got was:  65 Strawberry Smash 60 Tart Sour Apple 39 Googly Grape 35 Tooberry Blueberry 33 Wet-faced Watermelon 32 Mango Tango 30 Pomegranate Pucker 28 Very Very Cherry 1 Mango (no Tango; was only one of the colors ;) ...)  So, a total of 323, pretty close to ""as advertised"".  I was surprisingly fond of flavors such as the strawberry and watermelon, which I generally don't like in other candies (artificially flavored ones).  However, the blueberry and mango fell a bit flat.  In general, though, these are the best approximations to real fruit flavors I've come across in hard candy before.  Hope the trick-or-treaters enjoy them as well!","['best', 'lollipop', 'available', 'moment', 'guaranteed', 'flavor', 'bag', 'strawberry', 'smash', 'tart', 'sour', 'apple', 'grape', 'tooberry', 'wet-faced', 'watermelon', 'mango', 'tango', 'pomegranate', 'pucker', 'cherry', 'mango', 'tango', 'color', 'total', 'close', 'advertised', 'fond', 'flavor', 'strawberry', 'watermelon', 'candy', 'one', 'blueberry', 'mango', 'bit', 'flat', 'general', 'best', 'approximation', 'real', 'fruit', 'flavor', 'hard', 'candy', 'trick-or-treaters']",2
1040,"You can order the same products online from Nespresso for approx $25.  Nespresso makes GREAT machines and GREAT coffee pods. These pod offers on Amazon however are mostly from third party vendors. They prey on people who don't know better, charging you 2x the price of ordering the pods directly from Nespresso. I have been ordering through Nespresso's website for a couple of years now and their shipping times are always fast and reliable. I buy many things through Amazon, but not Nespresso pods.","['product', 'nespresso', 'approx', 'nespresso', 'machine', 'coffee', 'pod', 'offer', 'party', 'vendor', 'people', 'better', 'price', 'pod', 'nespresso', 'nespresso', 'website', 'couple', 'year', 'shipping', 'time', 'reliable', 'thing', 'nespresso', 'pod']",2
1070,I like that these are all individually packages. They are great to snack on or share with other. Great flavors!,"['package', 'share', 'flavor']",2
1114,This is a very good rice and I will be ordering more.  Good flavor and it is always a surprise at a dinner party.,"['rice', 'flavor', 'surprise', 'dinner', 'party']",2
1116,I am using rice pasta because a family member is gluten intolerant. This pasta tastes so good that everyone in the household eats it.,"['rice', 'pasta', 'family', 'member', 'intolerant', 'pasta', 'household']",2
1125,"Liquid Aminos have been a staple in my food seasonings for a long time. I buy in bulk on Amazon, since its a much better deal and the bottles are so much bigger. I will never use regular soy again, since this literally tastes the exact same, yet is SO much better for you. I am so glad to have found this product and even more glad that Amazon sells it in bulk.","['liquid', 'amino', 'staple', 'food', 'seasoning', 'long', 'time', 'bulk', 'better', 'deal', 'bottle', 'bigger', 'regular', 'soy', 'exact', 'better', 'glad', 'glad', 'bulk']",2
1171,"I am glad I found this on the reduced rack for 99c. The taste was not bad but no way I could frost my cake. It stuck to the knife,ran down in strings,what a mess. I too thought I had gotten a bad batch.My GDs birthday cake looks like crap. Who would buy this mess. Horrible","['glad', 'rack', 'bad', 'way', 'cake', 'knife', 'string', 'mess', 'bad', 'gd', 'birthday', 'look', 'crap', 'mess', 'horrible']",2
1194,Bought a case to see what it was about.  I am a night owl which effects my day-to-day performance and father-related tasks.  After a can I do feel mellow and finding myself going to bed much earlier.,"['case', 'night', 'owl', 'effect', 'day-to-day', 'performance', 'father-related', 'task', 'earlier']",2
1247,"these are not DOP they're just ""certified"" which means nothing significant. they should go a step further with a little more nonsense and write ""department certified"". real dop tomatoes are much better.","['significant', 'step', 'nonsense', 'write', 'department', 'real', 'dop', 'tomato', 'better']",2
1258,Mat&eacute; is an awesome drink and Rosamonte makes an affordable and good tasting product. I would recommend this product to my friends and family.,"['mat', 'eacute', 'awesome', 'drink', 'rosamonte', 'affordable', 'tasting', 'friend', 'family']",2
1285,"I bought 2 bottles of this Tart Cherry Juice because they were cheaper than TART IS SMART. They may be providing the Anti Oxidents that they say but they completely failed me in helping to sleep better at night. I returned 1 bottle to Amazon & went back to TART IS SMART. I used to wake up 3-4 times a night & have trouble getting back to sleep. Being nearly 80 & retired, I can sleep in if I choose. With my TIS formula, I get to sleep fairly quick, wake up 7 hours later & get anothert hour or two after visiting the bathroom. This product may work much better for you but I found one that works for me & will stick with it forever. I hope to read YOUR opinion of this product soon?","['bottle', 'tart', 'cherry', 'juice', 'cheaper', 'tart', 'smart', 'anti', 'oxidents', 'better', 'night', 'tart', 'smart', '3-4', 'time', 'night', 'trouble', 'ti', 'formula', 'quick', 'hour', 'anothert', 'hour', 'bathroom', 'better', 'opinion']",2
1293,"Wow, we've never had so much Macaroni and Cheese in a long time! And Annie's is really, really good. This doesn't need additional milk or butter, and the sauce is an easy-to-squeeze out paste in a foil package. It tastes great, and makes a great receptacle for some creativity of your own too.  Tips to enjoy it:  - Just boil in plenty of water, the six-cup requirement is a minimum.  - Drain quickly, put the pasta back in the hot pot. The remaining heat is just right to melt the thick cheesy sauce into the macaroni. Don't rinse the pasta in cold water, it will make it hard for the sauce to combine well.  - All the Deluxe versions are animal rennet free. Annie's FAQ is very specific about which ones use vegetable rennet (not all do) but Amazon isn't picking up the information. I tag the really vegetarian ones ""animal rennet-free"" whenever I can.  - Try blending sundried tomatoes, a fresh tomato, olive oil, garlic, pizza peppers, salt, freshly ground pepper, and a touch of balsamic vinegar into a paste. This really complements the mac and cheese and gives it a new, gourmet taste that still doesn't take away from the ""mac and cheesiness"" of it.  - Tabasco Chipotle sauce makes a great addition for the adventurous. The smoky taste is tempered by the creaminess.","['wow', 'macaroni', 'cheese', 'long', 'time', 'annie', 'additional', 'milk', 'butter', 'sauce', 'easy-to-squeeze', 'paste', 'foil', 'package', 'receptacle', 'creativity', 'tip', 'boil', 'plenty', 'water', 'six-cup', 'requirement', 'minimum', 'drain', 'pasta', 'hot', 'pot', 'heat', 'right', 'cheesy', 'sauce', 'macaroni', 'pasta', 'cold', 'water', 'hard', 'sauce', 'deluxe', 'version', 'animal', 'rennet', 'free', 'annie', 'faq', 'specific', 'one', 'vegetable', 'rennet', 'information', 'vegetarian', 'one', 'animal', 'rennet-free', 'sundried', 'tomato', 'fresh', 'tomato', 'olive', 'oil', 'garlic', 'pizza', 'pepper', 'pepper', 'touch', 'balsamic', 'vinegar', 'paste', 'mac', 'cheese', 'new', 'gourmet', 'mac', 'cheesiness', 'chipotle', 'sauce', 'addition', 'adventurous', 'smoky', 'creaminess']",2
1294,"i had a second plant to replace the first one. it to came in sad shape, i should of went to a local nursery at least then i would of got a good plant. dont waste your time with this vender.","['second', 'plant', 'sad', 'shape', 'local', 'nursery', 'plant', 'dont', 'time', 'vender']",2
1414,"I purchased this for one brother on the recommendation of my oldest brother and I could not locate the brand anywhere in my local area.  So, just hoping by chance Amazon would have this item, I scroll through and bingo.  The projected delivery date was not going to arrive in time for Thanksgiving so I was told.  But, it arrived within two business days.  My family was very delighted to say the least.","['brother', 'recommendation', 'oldest', 'brother', 'brand', 'local', 'area', 'chance', 'item', 'projected', 'delivery', 'date', 'time', 'business', 'day', 'family', 'delighted']",2
1420,"Use it in casseroles, stews, soups and rubs for your meat.  Use it everywhere except your coffee.  So glad I bought it.  It's fantastic.","['use', 'casserole', 'stew', 'soup', 'rub', 'meat', 'use', 'coffee', 'glad', 'fantastic']",2
1445,We live in the middle of nowhere so we end up ordering a lot of spices etc. that can't be found locally.  This gives great chipotle taste with just a little sprinkled on.  I'm going to order a few more of these because I never want to run out of it.,"['middle', 'lot', 'spice', 'chipotle', 'little', 'sprinkled']",2
1469,Found these at Meijer's. Couldn't wait to try them. I think these are better than the regular chocolate ones. A much better chocolate flavor. Love them! Will be buying these instead of the other ones.,"['meijer', 'better', 'regular', 'chocolate', 'one', 'chocolate', 'flavor', 'one']",2
1492,Placed my order and shipping was fast.  The product arrived in great condition and they tasted wonderful. I recommend them to other family members who also purchased them.  After I finish my review I'm going to buy more. Great taste and great value.,"['shipping', 'condition', 'wonderful', 'family', 'member', 'review', 'value']",2
1524,"It's a great product. I got some while I was in England and brought some home to share with my family. My children ate the entire box at no time. Very tasty, crunchy... Too bad it's so expensive to buy it here in the U.S.!","['england', 'home', 'share', 'family', 'child', 'entire', 'box', 'time', 'crunchy', 'bad', 'expensive']",2
1525,I took a chance with this product (even though there weren't enough good reviews) since they are cheaper than 5 hour energy.  They did not work for me so I tried Red Rain which did work and was even cheaper.  Red Rain DID work for me so I am done with 5 hour energy and 6 hour power. The ingredients are pretty close to 5 hour energy but someone is lying since it doesn't work.,"['chance', 'review', 'cheaper', 'hour', 'energy', 'work', 'red', 'rain', 'work', 'cheaper', 'red', 'rain', 'work', 'hour', 'energy', 'hour', 'power', 'ingredient', 'close', 'hour', 'energy']",2
1573,"Fantastic, juicy and tender! Everything was great...is great (there is only the 2 of us) but next time I may even order with the desserts included.","['fantastic', 'juicy', 'tender', 'time', 'dessert']",2
